"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.7.TMT1"	"Reporter.intensity.corrected.8.TMT1"	"Reporter.intensity.corrected.9.TMT1"	"Reporter.intensity.corrected.10.TMT1"	"Reporter.intensity.corrected.1.TMT2"	"Reporter.intensity.corrected.2.TMT2"	"Reporter.intensity.corrected.3.TMT2"	"Reporter.intensity.corrected.4.TMT2"	"Reporter.intensity.corrected.5.TMT2"	"Reporter.intensity.corrected.6.TMT2"	"Reporter.intensity.corrected.7.TMT2"	"Reporter.intensity.corrected.8.TMT2"	"Reporter.intensity.corrected.9.TMT2"	"Reporter.intensity.corrected.10.TMT2"	"Reporter.intensity.corrected.1.TMT3"	"Reporter.intensity.corrected.2.TMT3"	"Reporter.intensity.corrected.3.TMT3"	"Reporter.intensity.corrected.4.TMT3"	"Reporter.intensity.corrected.5.TMT3"	"Reporter.intensity.corrected.6.TMT3"	"Reporter.intensity.corrected.7.TMT3"	"Reporter.intensity.corrected.8.TMT3"	"Reporter.intensity.corrected.9.TMT3"	"Reporter.intensity.corrected.10.TMT3"	"Reporter.intensity.corrected.1.TMT4"	"Reporter.intensity.corrected.2.TMT4"	"Reporter.intensity.corrected.3.TMT4"	"Reporter.intensity.corrected.4.TMT4"	"Reporter.intensity.corrected.5.TMT4"	"Reporter.intensity.corrected.6.TMT4"	"Reporter.intensity.corrected.7.TMT4"	"Reporter.intensity.corrected.8.TMT4"	"Reporter.intensity.corrected.9.TMT4"	"Reporter.intensity.corrected.10.TMT4"
"Q9UJX5"	107043	89964.3333333333	89285.6666666667	108851.333333333	92622	103744.333333333	96624.3333333333	94460.6666666667	85712	83098.3333333333	112560.666666667	84005.3333333333	89125	100463	95994.3333333333	92447	85433.3333333333	88448.3333333333	98389.6666666667	79208	44385	39987.3333333333	43570.6666666667	35260.3333333333	22592	28233.3333333333	19075.3333333333	20272	22182.6666666667	23103.6666666667	36067	35032.6666666667	32250.3333333333	39701.6666666667	35518	37374.3333333333	25059.6666666667	20770.3333333333	22548.6666666667	22844.6666666667
"Q9BQI0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3751.8	4033.1	2341.78	4868.9	6507.05	5678.9	30626	27285.5	26829.5	16702.4	277230	254408	241870	23317	6199.725	7436.2	114742	127287.5	103235.5	77684.5	7090.7	5786	13736	87921	89650.5	82404	48923.5	41872	55887	21593
"Q7Z392"	224521.666666667	180135.333333333	186828.333333333	171329.666666667	174520.666666667	183196	95426.6666666667	81697	91749.3333333333	155723.333333333	59332	40520.3333333333	53358.3333333333	44405.6666666667	43562.6666666667	42118.6666666667	25696.3333333333	25916.3333333333	29508.6666666667	38430	36372.6666666667	33101.6666666667	34405	57666.3333333333	36408.6666666667	48337.3333333333	38835.3333333333	33547.6666666667	36939.6666666667	25604	21995	23293.6666666667	14185.0666666667	13070.0333333333	12570.5	13640.9666666667	24238.3333333333	21127.3333333333	22005.6666666667	15687.1333333333
"Q14247"	1946866.66666667	1746833.33333333	1671000	1872500	1585900	1661900	2946866.66666667	2621733.33333333	2592800	2205966.66666667	2285566.66666667	1845866.66666667	2005333.33333333	1922500	1871133.33333333	1832000	2789433.33333333	2719633.33333333	2783500	2235833.33333333	4186000	3621533.33333333	3440200	1644100	1317353.33333333	1345650	3471700	3045133.33333333	3483366.66666667	1836366.66666667	2048800	2032966.66666667	2120033.33333333	3670933.33333333	3545200	3713966.66666667	4395766.66666667	3574833.33333333	3881900	2197233.33333333
"O95486"	641550	541863.333333333	519320	365533.333333333	348823.333333333	357283.333333333	499986.666666667	444910	457643.333333333	482356.666666667	419280	308333.333333333	342633.333333333	215006.666666667	195800	205026.666666667	256320	251916.666666667	272456.666666667	272140	363440	306016.666666667	307293.333333333	318593.333333333	290213.333333333	297163.333333333	263040	216196.666666667	246073.333333333	211566.666666667	335823.333333333	326486.666666667	275043.333333333	254010	236563.333333333	252973.333333333	246143.333333333	187163.333333333	210643.333333333	199520
"P05120"	18102.3333333333	13614.5666666667	15325	11411.7666666667	7261.23333333333	8425.2	156120.666666667	138269.333333333	141303.666666667	103889.333333333	50303.6666666667	34606.3333333333	42270	64833	23986.3333333333	25137.7666666667	325896.666666667	320440	340926.666666667	219233.333333333	15593	13979.6666666667	16419	25451.6666666667	20815	17413	759223.333333333	701396.666666667	738510	141077.666666667	49031	54225.6666666667	53938	21613	23941.6666666667	19916.3333333333	1210956.66666667	1240793.33333333	1141753.33333333	258763.333333333
"O75363"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	299393.333333333	254477.333333333	267820	35761.8666666667	13112	37116.0666666667	45822	50829	48169.3333333333	58075	11386.9666666667	9283.83333333333	8482.66666666667	327730	312990	341496.666666667	22588	17746.6666666667	24124.3333333333	45989.3333333333
"Q9H9B4"	1185780	1077380	1005696.66666667	704680	691416.666666667	744703.333333333	1191816.66666667	1004586.66666667	1007470	975093.333333333	1312166.66666667	940396.666666667	1067573.33333333	649653.333333333	718100	650850	941370	947990	961810	951193.333333333	1159233.33333333	917856.666666667	943376.666666667	766973.333333333	683453.333333333	687396.666666667	457960	452433.333333333	482090	525350	1107666.66666667	1145666.66666667	827856.666666667	1169600	1152550	1279533.33333333	619380	508853.333333333	574700	759943.333333333
"Q9Y4C2"	145206.333333333	138619.333333333	122371	164025.333333333	142901	160196	44487.6666666667	43943.6666666667	44598	111187	282300	194050	232203.333333333	289546.666666667	242753.333333333	229956.666666667	73254	77083	76737.3333333333	175190	177715.666666667	167342.333333333	171717	147759	128479	144451.333333333	93380.3333333333	84391.6666666667	97917.3333333333	112686.666666667	200463.333333333	202090	200020	153983.333333333	176603.333333333	162546.666666667	162716.666666667	115956	133162.666666667	126192.666666667
"P61086"	1316566.66666667	1228966.66666667	1147900	1162600	1118530	1191300	1014130	933200	897753.333333333	1108830	1048670	854573.333333333	884440	863253.333333333	873003.333333333	870990	716096.666666667	705470	807980	858373.333333333	958526.666666667	788650	776943.333333333	718010	572320	659930	751286.666666667	601180	721043.333333333	540766.666666667	920990	950720	657210	845540	857720	843620	933863.333333333	758293.333333333	896816.666666667	702016.666666667
"Q9ULQ0"	37365	32754	31804	40508	41403	36695	49210	43410	51060	29876	35553.6666666667	25129.2333333333	27727.6666666667	33028.3333333333	31073.3333333333	30418.6666666667	33854	33572.3333333333	35026.3333333333	24477.3333333333	5787.5	4657	4369	21714	18508	17747	9997.7	11055	12167	15233	18761	19521	11556	5028.7	4541.5	4702.6	12071	7550.2	7969.2	12874
"P61006"	1106090	948800	926670	1361800	1212436.66666667	1338966.66666667	986466.666666667	909050	881316.666666667	1058323.33333333	586363.333333333	461486.666666667	507800	685503.333333333	663730	675850	440556.666666667	462046.666666667	488836.666666667	543670	1245066.66666667	1045726.66666667	1066570	608916.666666667	518136.666666667	546450	507653.333333333	447170	530640	577716.666666667	669650	724236.666666667	683576.666666667	1196413.33333333	1043233.33333333	1165103.33333333	574573.333333333	466853.333333333	497833.333333333	593910
"Q93050"	170643.333333333	147894.333333333	124190	130439	121693	112454	161125	164859	189963.333333333	182330	157486.666666667	101781.666666667	115262.666666667	88291.3333333333	154396.666666667	80933.6666666667	132413.333333333	641740	125569	166463.333333333	310653.333333333	272030	283820	90797.3333333333	86071.6666666667	92310	89493	93544.6666666667	98644.6666666667	112641	128061.333333333	147340	125816.333333333	327716.666666667	320323.333333333	338980	129916.666666667	104303.666666667	110269.333333333	145983.333333333
"B3KS98"	1742666.66666667	1427800	1403600	2202533.33333333	2048666.66666667	2104900	1443000	1249000	1293233.33333333	1629866.66666667	2768600	2018100	2312666.66666667	3098066.66666667	3087600	3086333.33333333	1930133.33333333	1868033.33333333	2082266.66666667	2166800	1166026.66666667	1073263.33333333	974963.333333333	980360	763873.333333333	838493.333333333	1231240	1113143.33333333	1119300	891780	2213133.33333333	2275066.66666667	2137933.33333333	1993300	1951533.33333333	2087366.66666667	3236033.33333333	2715733.33333333	2967666.66666667	1794700
"A0A0B4J220"	632776.666666667	532006.666666667	505826.666666667	611386.666666667	588190	624466.666666667	591990	496610	505086.666666667	568393.333333333	585393.333333333	403616.666666667	459216.666666667	491970	484503.333333333	476693.333333333	442123.333333333	422140	449063.333333333	508556.666666667	633643.333333333	527643.333333333	547960	322996.666666667	313613.333333333	315463.333333333	262216.666666667	212323.333333333	231923.333333333	296836.666666667	459150	463056.666666667	505106.666666667	605776.666666667	630360	669430	336236.666666667	272066.666666667	342783.333333333	357393.333333333
"P25445"	40562.8	64721.6666666667	39980	2296.8	3201.16666666667	3874.06666666667	20523.4333333333	23940.5666666667	23716.2666666667	16933.1	314954	227210.666666667	238569.333333333	59121.9	70558.1666666667	66935.1666666667	124295.666666667	105411.666666667	124479	112004.333333333	7830.2	6399.36666666667	8041.36666666667	39092.3333333333	38341.3333333333	42731	6932.96666666667	8864.7	9928.6	16405	145105.333333333	151696	126509.666666667	40567.6666666667	46919.3	46287.5333333333	58354.6666666667	45655.4333333333	59709	76122
"Q7L273"	149744	132981.133333333	121138.233333333	135941.933333333	129248.266666667	145115.9	126674.333333333	109782.9	112528.8	117225.166666667	46869.3333333333	32670.3333333333	36204.3333333333	47789	47264.3333333333	44333	31083.3333333333	30708.6666666667	33930.6666666667	37346.3333333333	51532.1	44043.1333333333	40158.3333333333	53428.6666666667	43563.7333333333	49029.6333333333	33125.9	30194.9666666667	33748.9666666667	35824.6666666667	29268.3333333333	28193.2666666667	21319.1666666667	21977.3	20162.7333333333	20859.4666666667	20311.9	15262.2333333333	15266.8666666667	23413.9333333333
"O94762"	393401.666666667	342279.666666667	326792.333333333	339817.666666667	298581.333333333	311540.666666667	341988.333333333	274349.333333333	260014.333333333	331968	1827247.66666667	1235380	1407051.13333333	1121720.66666667	1054086.3	994189.666666667	1059068.66666667	982578.333333333	1011116.66666667	1227332.66666667	1312433.33333333	1039916.66666667	1063946.66666667	939045	869295.333333333	836210	1130193.33333333	907920	912073.333333333	770740	1488724.33333333	1544221	1427553.66666667	1308460	1263516.66666667	1357290	1438019	1144447	1332242.66666667	972496.333333333
"Q8IUR7"	77373.3333333333	68529.3333333333	67852.3333333333	39787.6666666667	41392.3333333333	41705	91236.3333333333	76565.6666666667	87351.3333333333	67128.6666666667	326466.666666667	196573.333333333	245323.333333333	164624.333333333	183773.333333333	137616.666666667	303976.666666667	275066.666666667	284430	284666.666666667	135771.333333333	111170	115290.666666667	96577	107009.666666667	106246	126231.333333333	117629.333333333	128076.666666667	98608	100016.333333333	127601.666666667	78755.3333333333	107218	112578	114748	117129	87690.3333333333	99942	79171.3333333333
"Q6S8J3"	2498400	1995600	1850400	2173000	2128900	2106900	1671800	1393400	1326000	1864700	6180600	3901100	4330200	4831900	5266900	4651800	3775100	3277500	3538300	4824700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	545450	490630	209960	510650	456960	496970	464310	361890	378710	423730
"P41208"	14346	11667	9641.4	15576	15031	12259	7324.3	9840.5	10008	12798	229249.333333333	183686.666666667	192363.333333333	249900	258300	258204.333333333	165194.333333333	159914.333333333	183735.666666667	267601.333333333	248418	197677.333333333	209481.666666667	61091.3333333333	52897.6666666667	61747	64255.6666666667	63934.6666666667	73506.6666666667	67713	63819.3333333333	73713.3333333333	55498	223607	169128	225535	74673.3333333333	66647.3333333333	77958.6666666667	74079
"Q8WVV4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53530.3333333333	43848	49609	2489.6	1470.53333333333	1953.73333333333	3423.43333333333	3725.1	4143.73333333333	7395.6	5066.1	18589.6666666667	4269.8	68037.6666666667	70174.3333333333	76638.6666666667	7043.6	4211.83333333333	6198.33333333333	11279.4333333333
"Q9BZF1"	360150	371183.333333333	306090	564903.333333333	561440	562650	417310	401840	383060	416633.333333333	499303.333333333	351320	403246.666666667	745860	719240	659090	489613.333333333	509830	514790	514663.333333333	341993.333333333	300153.333333333	305593.333333333	190900	170880	180970	184116.666666667	156033.333333333	166830	185980	239983.333333333	252443.333333333	222523.333333333	347866.666666667	361566.666666667	372493.333333333	208530	170670	201230	238260
"O75396"	1821466.66666667	1639066.66666667	1525033.33333333	1576266.66666667	1555633.33333333	1573766.66666667	1863700	1566533.33333333	1677733.33333333	1538266.66666667	1473580	1080886.66666667	1208306.66666667	1150006.66666667	1181983.33333333	1148963.33333333	1324500	1268563.33333333	1306930	1269973.33333333	1562833.33333333	1310380	1287106.66666667	642746.666666667	586000	582093.333333333	525303.333333333	464293.333333333	541030	652900	1310166.66666667	1356300	1318466.66666667	2016266.66666667	2090333.33333333	2136166.66666667	879193.333333333	737216.666666667	873483.333333333	1132783.33333333
"Q9H078"	348193.333333333	328140	296140	305256.666666667	287256.666666667	307813.333333333	441680	399000	382400	363463.333333333	947596.666666667	727503.333333333	772056.666666667	701806.666666667	704433.333333333	673633.333333333	953030	918060	974336.666666667	856150	695493.333333333	563360	599153.333333333	328926.666666667	322246.666666667	313396.666666667	361643.333333333	319730	356400	314256.666666667	417446.666666667	425100	359763.333333333	665293.333333333	655016.666666667	710483.333333333	422733.333333333	333896.666666667	378273.333333333	344296.666666667
"Q09161"	927793.333333333	940453.333333333	777163.333333333	873900	859106.666666667	878716.666666667	1479366.66666667	1484900	1314966.66666667	1050146.66666667	707176.666666667	493446.666666667	562266.666666667	598556.666666667	585056.666666667	555663.333333333	1031323.33333333	971883.333333333	1032906.66666667	687940	1562100	1276266.66666667	1335533.33333333	676473.333333333	616540	643033.333333333	939366.666666667	855003.333333333	919460	724916.666666667	790466.666666667	767770	434713.333333333	1348466.66666667	1236600	1375000	1113500	877293.333333333	1027176.66666667	829053.333333333
"Q16678"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18564	13032	13096	44428	29365	39883	11008	9599.3	11364	35132	44658	39487.5	40192	10159	9134.75	7488.8	12047.5	10648	14955.5	17331.5	15293.7	15917.2	9943.9	85335.3333333333	87768	89985	32371.2	23612.0333333333	26714.1	24301.0666666667
"J3KQL8"	35926	32932	33708	24353	18205	20362	25078	26339	25633	18404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q12800"	229740	215143.333333333	186296.666666667	147124	136587.666666667	149560.333333333	252176	221500	229073.333333333	142109.666666667	221873.666666667	157593	176333.333333333	125739.333333333	138180.333333333	125991.666666667	204629.666666667	190695.666666667	212539	110440.333333333	2247.85	3015.65	1407.965	60340.5	54058.5	55768	1202.735	1319.115	1656.55	32538.5	55607.5	61463.5	47783	2700.65	2442.745	1389.945	5102.6	2082.735	1380.28	33917.5
"K7ENL9"	58615.6666666667	52604	49942.3333333333	51974.3333333333	47976.3333333333	52536.3333333333	73462.6666666667	66596.3333333333	66375	60835	129024.666666667	96286.6666666667	105538.333333333	83897.6666666667	84660.3333333333	80032	107567	111844	119087.333333333	113151.666666667	171616.666666667	150346.666666667	145066.666666667	87056.3333333333	63356.6666666667	77843	93453.6666666667	88157.3333333333	94311.6666666667	76464.6666666667	118963.333333333	124153.333333333	91270.6666666667	176993.333333333	175873.333333333	183100	130856.666666667	112725.666666667	128820	108908
"B3KTM8"	323096.333333333	305890	272462.666666667	408936.666666667	320820	364216.666666667	248143.333333333	241360	234223.333333333	251163.333333333	461690	343696.666666667	414416.666666667	567640	509813.333333333	487253.333333333	330863.333333333	343010	362343.333333333	332500	394200	334553.333333333	375730	255730	213345.666666667	271054.666666667	134115.333333333	129325.666666667	137443.666666667	226407.666666667	379603.333333333	376983.333333333	318983.333333333	779700	668606.666666667	749800	315563.333333333	283743.333333333	345373.333333333	358403.333333333
"A0A2R8Y7P6"	461366.666666667	431626.666666667	413670	416070	403860	399716.666666667	358260	320686.666666667	337280	375186.666666667	672596.666666667	501990	563793.333333333	528163.333333333	505046.666666667	477973.333333333	411503.333333333	423010	450646.666666667	438203.333333333	344560	268590	315643.333333333	298676.666666667	254520	295773.333333333	274903.333333333	267483.333333333	281810	244793.333333333	402713.333333333	330350	532686.666666667	329363.333333333	289280	337336.666666667	419570	333790	402150	302030
"B7ZL88"	54706.3333333333	47907	48733	69998	65361	71137.6666666667	47249.6666666667	40455.6666666667	42574.3333333333	58316	52969.6666666667	37508	41626.3333333333	67701.3333333333	63524	61669	34629.3333333333	34197.6666666667	36705.6666666667	46169.6666666667	40255.5	34911.5	33684.5	36380.5	33362.5	34223	35757	30575.5	35377.5	30086	38689.5	37978	22932	29273	28535.5	35569.5	36571	28397	31635.5	30354.5
"J3KNN7"	66322	82101.6666666667	57659	69663	64372.6666666667	66723.6666666667	62379.3333333333	68689.3333333333	68717	68294.3333333333	113491.333333333	80305.3333333333	92676	92078.3333333333	93810	92469	89287.6666666667	83473	90663	92347	109136	95161.3333333333	104015	68207.3333333333	65024.3333333333	68286.6666666667	70124	59801	68457.6666666667	57508	98827	104440	95848	135391.666666667	128224.333333333	145681.666666667	101570.333333333	82727.3333333333	93466	83936.6666666667
"P22676"	31129	26360.6666666667	24226	537113.333333333	499066.666666667	588330	653496.666666667	508683.333333333	574346.666666667	337076.666666667	51861.3333333333	40243.6666666667	48771.6666666667	750483.333333333	676830	667873.333333333	577613.333333333	586413.333333333	599540	356780	61508.3333333333	44429.3333333333	37859.1333333333	24279.7666666667	27888.5333333333	27410	311073.333333333	286613.333333333	321273.333333333	121869.666666667	20912	22962.3333333333	21923.8	17297.3333333333	20600	19372	345350	260596.666666667	306386.666666667	128211.333333333
