"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.7.TMT1"	"Reporter.intensity.corrected.8.TMT1"	"Reporter.intensity.corrected.9.TMT1"	"Reporter.intensity.corrected.10.TMT1"	"Reporter.intensity.corrected.1.TMT2"	"Reporter.intensity.corrected.2.TMT2"	"Reporter.intensity.corrected.3.TMT2"	"Reporter.intensity.corrected.4.TMT2"	"Reporter.intensity.corrected.5.TMT2"	"Reporter.intensity.corrected.6.TMT2"	"Reporter.intensity.corrected.7.TMT2"	"Reporter.intensity.corrected.8.TMT2"	"Reporter.intensity.corrected.9.TMT2"	"Reporter.intensity.corrected.10.TMT2"	"Reporter.intensity.corrected.1.TMT3"	"Reporter.intensity.corrected.2.TMT3"	"Reporter.intensity.corrected.3.TMT3"	"Reporter.intensity.corrected.4.TMT3"	"Reporter.intensity.corrected.5.TMT3"	"Reporter.intensity.corrected.6.TMT3"	"Reporter.intensity.corrected.7.TMT3"	"Reporter.intensity.corrected.8.TMT3"	"Reporter.intensity.corrected.9.TMT3"	"Reporter.intensity.corrected.10.TMT3"	"Reporter.intensity.corrected.1.TMT4"	"Reporter.intensity.corrected.2.TMT4"	"Reporter.intensity.corrected.3.TMT4"	"Reporter.intensity.corrected.4.TMT4"	"Reporter.intensity.corrected.5.TMT4"	"Reporter.intensity.corrected.6.TMT4"	"Reporter.intensity.corrected.7.TMT4"	"Reporter.intensity.corrected.8.TMT4"	"Reporter.intensity.corrected.9.TMT4"	"Reporter.intensity.corrected.10.TMT4"
"Q9NY27"	359490	330843.333333333	318250	409886.666666667	393253.333333333	412316.666666667	441850	383756.666666667	391643.333333333	421613.333333333	423506.666666667	323946.666666667	355030	437690	443053.333333333	438273.333333333	455213.333333333	452393.333333333	482080	413610	771890	691283.333333333	655946.666666667	327163.333333333	286016.666666667	321813.333333333	386556.666666667	338306.666666667	378233.333333333	358800	496493.333333333	528420	368980	877760	886736.666666667	949583.333333333	531463.333333333	444923.333333333	516693.333333333	487333.333333333
"O15287"	NA	1288.4	1763.6	2698	1639.4	2534.6	2123	2123.5	1615.3	1351.2	15023.3	10376.75	11759.95	15980.2	15911.8	13947.1	15470.45	15206.75	16805.2	13169	7204.6	7735.5	6806.3	4876.1	4121.2	4245.05	5877.95	6260.75	5370.4	4186.4	4136.7	3667	2599.3	3637.1	4851.2	3313.2	3820.6	2277.4	4577.9	3214.8
"A0A087X0V7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5515.9	4462.5	5127.3	25148	33556	27801	24756	22723	20164	13450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P26012"	27002	22914	20849	7012.3	7615.4	5163.9	29510	22959	25416	24056	75461	57790	66492	12504	13223	9276.9	74189	79646	83126	64040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9390	12135	13947	2844.2	4169.9	3646.5	27298	24829	28541	9529.2
"Q9NS86"	256173.333333333	282156.666666667	220090	347683.333333333	318003.333333333	360556.666666667	307200	302346.666666667	302170	284283.333333333	289729.333333333	204225	229435	372936.666666667	335803.333333333	327721	298324	298766.666666667	311545.333333333	283403.333333333	374816.666666667	307606.666666667	331353.333333333	180274.333333333	150169.666666667	195243.333333333	168789	176470	196886.666666667	183680	240329.333333333	223740	174326.666666667	323766.666666667	307596.666666667	313386.666666667	226082.333333333	186289	211097.666666667	214525.333333333
"Q969K7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2148.2	1444.8	875.35	NA	NA	NA	2242.3	2867.5	2647.1	2032.4	NA	NA	NA	1584.4	2537.2	2173.6	3440.2	2743.2	2867.4	NA
"Q9H2J7"	118985	110093.5	97339	5476.9	4986.2	6573.8	6540.35	5829.55	6851.2	35544.9	104320	84395	92529	2099	3906.8	3826.1	2946.5	3632.5	2590.8	27339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29991	32575	16768	2639	4199.8	5053.6	4816.5	6706.7	5795.5	8978.2
"Q86UA1"	35296.3333333333	39825.3333333333	28678.3333333333	28094	26715.6666666667	28294.4333333333	37152.3333333333	39412.3333333333	38535	34394.3333333333	77208	59149	71582.3333333333	62842.6666666667	61930.3333333333	55269.6666666667	81979.3333333333	77026	79157	74205.6666666667	88106.3333333333	72015.3333333333	75553.3333333333	49576.6666666667	42061	47500.6666666667	63873	55790.6666666667	65198.6666666667	45547.3333333333	48639.3333333333	50841.6666666667	43394.6666666667	51187.6666666667	58255.6666666667	56049.3333333333	54498	43212.3333333333	48379	36998.3333333333
"Q5U5X0"	144256	204853	138615.5	93399	71423.5	91965.5	286502	343787.5	342512	113756	70949.5	41635.5	58671.5	42142	40257	30686.5	101344.5	111550	114905	56519	36033	28010	32916	83416	61749	81153	38314	40440	52074	47011	32127.5	35495	34551.5	8533.9	9310.45	7855.2	30777	23317	23776	28064.5
"P49755"	1205766.66666667	1095563.33333333	979410	927706.666666667	857456.666666667	929993.333333333	1212353.33333333	1013620	1096193.33333333	1146786.66666667	1011803.33333333	731160	839793.333333333	720720	680350	648146.666666667	780443.333333333	763066.666666667	813243.333333333	877996.666666667	1927200	1586433.33333333	1544566.66666667	851686.666666667	721596.666666667	777020	1039053.33333333	917603.333333333	1029620	758943.333333333	1073546.66666667	1229540	982616.666666667	2066266.66666667	1698400	1758663.33333333	1148233.33333333	964520	1058206.66666667	900863.333333333
"B0QY28"	11370	9455.3	9119.8	5388.2	3407.2	5894.6	16013	12705	13938	8269.8	7357.3	5500.9	7149.6	3591.7	2568.4	2020.2	12150	9808.3	10234	6831.4	4788.5	3915.3	6119.1	4968.4	4190.1	5769.5	2156	1702.1	1733.4	1974.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P08842"	25924.7333333333	22534.7	24584.8	23987.3333333333	23164.2333333333	21495.5333333333	82972.3333333333	77085.6666666667	81354.3333333333	45072	42675.3333333333	32506.3333333333	35965.6666666667	37516.6666666667	36101.3333333333	34960	112555	105963	120403.333333333	56731.3333333333	40686.6666666667	37148.6666666667	34307.3333333333	31084.6666666667	24407.3333333333	26351	162085.333333333	136871	159273.666666667	58631.3333333333	14005.3666666667	13764.2	13477.2333333333	13389.5	16593.7666666667	14465.5333333333	77537.3333333333	57840.2	77271.9333333333	28993.5666666667
"Q13488"	38516.6666666667	38611	30796.6666666667	28313.6666666667	23529.6666666667	27208.3333333333	5819.06666666667	5390.1	5497.93333333333	22803	48455.3333333333	26654.3333333333	33102.3333333333	28758.3333333333	42700	25096.6666666667	11471.9	19685	10650.9666666667	31898	36473	25515	29181	35663	24355.5	31191.5	16460.05	17504.5	15669	21870.5	26710.5	28850.8666666667	17966.4333333333	22689.1666666667	21511.6666666667	19919.1666666667	16563.0333333333	14540.9	15989.9666666667	19947.4666666667
"Q9ULR0"	143753.333333333	140300	134656.666666667	168130	154850	166766.666666667	223460	193956.666666667	195893.333333333	166096.666666667	240270	169713.333333333	202150	225293.333333333	215690	191250	233933.333333333	239606.666666667	244563.333333333	185376.666666667	89250.6666666667	61286.6666666667	76767.3333333333	60161	54251	62271.6666666667	57205.3333333333	62483	66520.3333333333	64515.3333333333	174010	157073.333333333	134737.333333333	180256.666666667	149560	167483.333333333	155656.666666667	117523	133336.666666667	137306.666666667
"P00492"	1051426.66666667	1083950	936620	1245200	1101736.66666667	1201526.66666667	3509300	3403700	3160233.33333333	1444900	833420	612470	696383.333333333	1180506.66666667	986896.666666667	797203.333333333	2626400	2589233.33333333	2610000	1108933.33333333	1755266.66666667	1462263.33333333	1485033.33333333	768586.666666667	696860	800016.666666667	1145290	1045356.66666667	1175200	1139390	882886.666666667	922940	954163.333333333	1172493.33333333	1176333.33333333	1139920	1131166.66666667	775910	917396.666666667	1062203.33333333
"Q8NHH9"	74280.3333333333	68040.3333333333	61809.3333333333	73372.6666666667	70988.6666666667	78218.6666666667	112650.333333333	95233.3333333333	97880	89071.6666666667	141048	102958.666666667	108730.666666667	170846.666666667	174556.666666667	166320	162533.333333333	159746.666666667	164043.333333333	138383.333333333	197183.333333333	170882	161423	104384.666666667	80876.6666666667	94503.6666666667	210110	189026.666666667	202123.333333333	112960.333333333	134931	144198.333333333	120316.333333333	191033.333333333	185970	184760	183413.333333333	143526.666666667	168116.666666667	120859
"Q16850"	1452633.33333333	1422283.33333333	1197750	559463.333333333	461393.333333333	543173.333333333	235140	219546.666666667	205546.666666667	598026.666666667	1294236.66666667	998866.666666667	1066893.33333333	506813.333333333	450876.666666667	477423.333333333	207706.666666667	248903.333333333	233766.666666667	488210	660626.666666667	542850	595050	1018863.33333333	787526.666666667	945400	132681	109548	131634.666666667	383390	1149816.66666667	1232233.33333333	1149720	580196.666666667	478496.666666667	581600	160630	126630	137733.333333333	400773.333333333
"A0A2R8YFF1"	3608.75	2870.4	5470.2	4216.895	4480.35	7802.1	4504.55	8203	5411.2	6834.8	14909.0333333333	11409.9	15143.4333333333	12718.0333333333	15747.7666666667	13901.6	15543.6666666667	13953.2	16726.2333333333	14989.8666666667	16661	16355.3333333333	16096.2666666667	5184.7	3572.6	3997.33333333333	4600.16666666667	5008.46666666667	5698.2	5637.6	8075.1	4321	7542.55	20915.35	21148.9	21823.7	9255.45	4764.05	6709.4	7576.15
"P49796"	11746.3333333333	11034.3666666667	11094.3333333333	19568.6666666667	17245	18550.3333333333	21589	18667.6666666667	17575	13729.6666666667	23858.3333333333	19959	21239.6666666667	35217.6666666667	35725.6666666667	31022.6666666667	34597.6666666667	35319.3333333333	36568.6666666667	31090.6666666667	4360.1	2733.15	3108.65	4010.4	1635	3991	9826.9	9402.95	10545.3	3804.6	18509.4	20545.65	16428.25	21533.6	26389.15	26978.2	78125	69334	75201.5	29098.75
"Q6PII3"	8353.93333333333	7831.63333333333	7855.66666666667	10665.4666666667	9766.23333333333	10947.6	16265.4333333333	13956.4333333333	16424.9333333333	9099.33333333333	17970	10086	6946.2	7978.4	7383.75	12379	12807.215	11668.3	13147.7	15909	7611.8	7665.6	9804.1	17711	14583	15505	23291	25222	21445	15798	6653.5	7549.6	6730.4	5717	5284.8	6783.1	10246	10290	9217.2	8450.4
"Q96BM9"	581300	500363.333333333	464756.666666667	362790	331186.666666667	367560	363313.333333333	348153.333333333	326800	414826.666666667	612470	438463.333333333	507116.666666667	329640	310966.666666667	303173.333333333	237213.333333333	245800	278760	383190	372296.666666667	313316.666666667	308870	258970	198690	243813.333333333	193923.333333333	175993.333333333	199100	162496.666666667	223960	231573.333333333	190313	217620	210640	225720	142400	137453.333333333	155483.333333333	144026
"Q7LG56"	923296.666666667	791060	764930	204210	198736.666666667	192610	321883.333333333	277633.333333333	295083.333333333	541363.333333333	892510	653070	699620	187250	191246.666666667	168086	287140	267296.666666667	294760	506313.333333333	809953.333333333	680250	664040	547043.333333333	470280	505926.666666667	329036.666666667	300470	336326.666666667	301903.333333333	724696.666666667	708646.666666667	562170	767770	786713.333333333	820400	445460	350686.666666667	406163.333333333	394003.333333333
"P15882"	26296.5	21729.5	24892.5	42957	34663.5	41819	6154.45	4572.4	4577.7	21062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8556.2	8771.5	7955.7	3898.4	2948.4	4241.3	1109.6	NA	NA	3519.7	3457	3346.8	2116.595	9941.7	8645.55	9157.9	1844.7	748.745	1238.77	2756.45
"P49419"	1970833.33333333	1815933.33333333	1700733.33333333	1032040	925510	902756.666666667	3882766.66666667	3313433.33333333	3186333.33333333	1686500	2293733.33333333	1810200	1872633.33333333	1045033.33333333	1075556.66666667	978916.666666667	3887600	3675266.66666667	3919566.66666667	1821333.33333333	990503.333333333	821933.333333333	803406.666666667	1529166.66666667	1321876.66666667	1360966.66666667	1472366.66666667	1259266.66666667	1409800	1158916.66666667	1920766.66666667	2071266.66666667	1646566.66666667	970456.666666667	952620	1025666.66666667	1998366.66666667	1532433.33333333	1792766.66666667	1423066.66666667
"Q8TD06"	7625.3	12909	10365	139650	127730	133170	216650	200610	184950	879780	8424.4	13003	5893.7	103850	94721	84115	154510	161540	150400	622990	981759.333333333	808896.666666667	794225	8311.73333333333	20160.7	19004.3333333333	151581.766666667	130269.9	135310.333333333	127624.766666667	23942.6666666667	46613.2666666667	17931.3	1107086.66666667	990376.666666667	1044113.33333333	130393.933333333	134258.333333333	166331.666666667	155453.666666667
"Q9H477"	31564.9	32374	30860.5	27447.8333333333	27818.7666666667	26732.8666666667	35611	37154.6666666667	37301.3333333333	28535.9666666667	86006.3333333333	60269.6666666667	69069.6666666667	69526.3333333333	54187.3333333333	59067	93022.3333333333	92554.6666666667	100017.333333333	62498.6666666667	114969.5	86717	88223.5	82270	63245	81111.5	40402	34495.5	36780.5	71270	50912.5333333333	48329.5666666667	54463	52254.1666666667	51271.6666666667	61523.9333333333	21916.5	16390.6666666667	22792.3	41684
"Q9NVJ2"	293834.666666667	263460.333333333	245820.333333333	318300	324263.333333333	333860	288782.333333333	247707	242769.333333333	280908.666666667	353246.666666667	245663.333333333	284120	376416.666666667	382390	374963.333333333	303970	294756.666666667	328046.666666667	316373.333333333	506852.333333333	421279.333333333	403003.666666667	230589.666666667	201515.4	227238.366666667	174181.2	159491.066666667	182069.3	220506.133333333	295259.333333333	267756	236810	407689	422210	460140	170102.566666667	159066.066666667	181829.266666667	253465.666666667
"Q9BPZ3"	342944.2	658290	294539.56	244023.4	471880	522700	588250	454740	190498.67	238844.1	472107.333333333	317292.666666667	368342.333333333	269505.333333333	329793.666666667	278813	342431	340683	304799.333333333	287927.666666667	95695	70560	78464	144640	126710	142090	33926	26113	29614	94225	231780	199680	154030	121650	103190	126480	61293	57561	78818	129570
"Q9P013"	593063.333333333	541216.666666667	492186.666666667	671683.333333333	639053.333333333	641853.333333333	1019470	851206.666666667	843680	643453.333333333	704446.666666667	507053.333333333	608456.666666667	725033.333333333	684776.666666667	695720	920990	882223.333333333	906763.333333333	639523.333333333	548653.333333333	390136.666666667	505276.666666667	478300	448630	446533.333333333	580330	554060	621536.666666667	497060	459993.333333333	522880.666666667	541973	516409.333333333	507460.333333333	545753.333333333	760913.333333333	601653.333333333	635003.333333333	495205.333333333
"Q9UKT5"	64975.3333333333	54179.3333333333	57408.6666666667	16397.3333333333	13710.6666666667	16160	115760	97954.3333333333	104163.333333333	49852.3333333333	50084	36329.3333333333	40317.6666666667	9329.1	9126.16666666667	9997.4	67625	66044.3333333333	70397.3333333333	33918.3333333333	50973.3333333333	45431.3333333333	44095	43064	31442.6	42650	14223.4	10534.6	13086.8666666667	27963.3333333333	45950.3333333333	48082.3333333333	39239	35096.6666666667	35809.3333333333	39460.6666666667	14369.1	11769.5333333333	13877.2333333333	32940.6666666667
"J3QTA2"	103716	127890.333333333	92436	140719.666666667	147763	147172.666666667	147205.333333333	161241	149357	149698	124947.333333333	85413.6666666667	109633.666666667	140210	131837.666666667	123772	143544.666666667	144602.666666667	159198	151130.333333333	365965.333333333	307106	311982	135522	118146.333333333	134129.666666667	138332.333333333	126803.666666667	149483	150805.666666667	178236	172723.333333333	100280	354413.333333333	380773.333333333	410673.333333333	168363.666666667	152523.333333333	165916.666666667	193006.666666667
"O75818"	144593.333333333	178020	140462	199213.333333333	176070	194900	144946.666666667	158303.333333333	155360	162713.333333333	337856.666666667	247367.333333333	279933	442973.333333333	399170	337960	284166.666666667	292743.333333333	288483.333333333	357456.666666667	324396.666666667	286070	317770	140666	120586	123974.666666667	137273	146966.666666667	174760	144650	140772.333333333	136046	144097.333333333	266424.666666667	253290.666666667	262751	159636.333333333	133309	143869.333333333	127233.666666667
"Q8WUX9"	79772.5333333333	67975.7	65301.1	106995	95123	103658.666666667	45802.9333333333	35237.6	43883.2	73758.2	98236	64185.3333333333	86971.3333333333	114968	122981.666666667	120487	43690.3333333333	41501.3333333333	47099	87694.6666666667	108489	92621.3333333333	84914.6666666667	63312	53924.6666666667	60667.6666666667	67142	65025.3333333333	70589	52611	62155.6666666667	57499.3333333333	57725.6666666667	92082.3	93784	99385.6666666667	54139.1	46674.5666666667	50100.2333333333	57955.2
"P50135"	29346.8	28158.0333333333	25350.9	171092.333333333	163280.333333333	179303.333333333	104980.666666667	98790.3333333333	89951.6666666667	116581.666666667	17278.3333333333	12917.8666666667	15107	118788.333333333	98803.6666666667	98772	48857.3333333333	51039.6666666667	50286.3333333333	62640.3333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"A0A087WWW8"	98489.9333333333	73005.3333333333	63680.2333333333	39197.0666666667	73156.4	55060.3333333333	137939.7	95040.2466666667	117036.666666667	108387.7	6542.8	5826.5	5573.2	5659.9	6612.4	4218.25	6059.8	5503	5650.4	6035.35	3116	4460.3	4102.05	3203.35	2518.4	3553.35	3530.25	2777.55	3350.05	2589.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9Y653"	3566.8	2594.55	1952.39	9184.35	9907.4	10131.1	54086.5	44428.5	46021.5	26033	5465.35	5381.7	4745.75	19506.8	21372.8	19361.3	152550	86339.25	88580.85	47409.25	25439.1	22148.8	22378.8	2460.8	1456.05	1038.405	32166.6	33122.75	34755	15151.05	2928.23333333333	5390.93333333333	3414.1	34073	33827.8666666667	34664.0666666667	97458.3333333333	95097.6666666667	97979.3333333333	27480.2666666667
"D4PHA4"	8127.6	6667.2	5932.15	15169.1	15270.55	14495.05	16750.4	12812.95	12655.5	10970.2	2350.5	2062.8	2801.7	3900.6	1884.3	2915.9	3329.8	3459.2	1859.6	1057.3	7105	5699.9	7463.25	3084.7	2416.85	4033.95	3705.55	3687.25	3751.05	3528.55	2776.7	2172.16666666667	3699.85	4911.56666666667	4108.26666666667	5410.46666666667	3773.86666666667	2976.56666666667	3069.9	3251.13333333333
"P06702"	36196.6666666667	27568.3333333333	493910	35440.6666666667	40659	35856	297123.333333333	237075	245100.666666667	972906.666666667	68384.3333333333	40517.3333333333	48796	37295.6666666667	32393.3333333333	15030.0666666667	640140	576686.666666667	930313.333333333	2274150	51866	49852.3333333333	50758.3333333333	32048	62114.6666666667	16156.3333333333	4134033.33333333	3641066.66666667	3808800	579550	51237	51114.3333333333	30643.3333333333	72972.6666666667	64365.6666666667	16893.8333333333	5676966.66666667	4175800	4617866.66666667	537400
"J3KQA0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64600	53355	52311	8366	7327.9	6233.2	6392.8	3290.9	5191.4	8989.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9NVE5"	14145.4	11673.4666666667	11742.6666666667	10405.2333333333	9111.43333333333	10526	11266.1666666667	9816.03333333333	12549.9333333333	13034.5	17199.4666666667	13928.3	15524.3333333333	14923.4333333333	12576.2	13100.5	14737.7	12903.4	14468.3666666667	12616.9	9976	9071.3	9935.9	9030	9810.3	11719	5909.1	6494.9	7740.6	8627.5	13989.2	11697.4	10743.805	11035.45	8971.45	7725.15	6462.35	6334.25	6936.4	5926.86
"A0A0C4DGH0"	391794.333333333	360540	324873	116473.666666667	115063	133371	368810.333333333	315147.333333333	320969.333333333	379802	377998.333333333	277376.666666667	305413	103816.733333333	98105.8666666667	100331.666666667	278098	264738.333333333	288196.666666667	314170	565993.666666667	488970.666666667	462123.333333333	200161.666666667	168543	190937	269089.333333333	213430.666666667	264123	182622.333333333	252613.666666667	252575.333333333	180066	473443	467070.666666667	508794.666666667	307528	238384.666666667	266826.333333333	185165.666666667
"J3KPF9"	177969.666666667	156159.333333333	156192.666666667	157151.333333333	132668	146734.666666667	148225.333333333	147100.333333333	140989	144531.666666667	292820	234680	246683.333333333	222976.666666667	203703.333333333	206143.333333333	216566.666666667	198123.333333333	225530	220550	104135.333333333	93562.3333333333	92046.3333333333	85974.3333333333	76223	75869.3333333333	79522.3333333333	71314.3333333333	72891	69483	239373.333333333	261410	190042	239730	238143.333333333	243020	215587.666666667	175421.333333333	192860	189673.666666667
"Q9UIC8"	78599.3333333333	69331	72265.3333333333	95351	68229.3333333333	87539.3333333333	133530	118236.666666667	113703.333333333	88565.3333333333	227344.666666667	165045.333333333	198804	228615.333333333	227407.333333333	216642.666666667	360566.666666667	351796.666666667	386910	245816.666666667	349710	254736.666666667	279443.333333333	137304.666666667	133245.666666667	146284.666666667	241203.333333333	210633.333333333	231603.333333333	150902.333333333	86681.3333333333	99300	73680.3333333333	222246.666666667	170876.666666667	177773.333333333	129700	100576	112216	101525.666666667
"Q8NBJ4"	418726.666666667	400136.666666667	333466.666666667	584046.666666667	586620	621080	780123.333333333	649036.666666667	677666.666666667	652846.666666667	353433.333333333	275580	299563.333333333	448530	435180	430626.666666667	491030	464073.333333333	499090	544356.666666667	342793.333333333	286140	287833.333333333	265620	241970	251010	1157603.33333333	1021600	1160586.66666667	371260	337206.666666667	339266.666666667	327713.333333333	295790	317863.333333333	310670	1387936.66666667	1141016.66666667	1219576.66666667	441233.333333333
"B8ZZ93"	13152.8	10537	9607.25	14707.8	14750.5	12578.7	16231.55	15320.65	15549.55	11777.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22534	21445	20023	10274	8951	11745	15040	12059	11602	11826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"A0A0A0MRZ6"	4140.3	4928	5486.9	3541.2	4230.8	4063.8	4581.7	4455.6	4937.6	6250.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1136.8	1189.6	811.97	1994.2	NA	1735.9	2531.5	1080.5	2059.5	883.17	1540.2	1735.6	1414.7	975.78	958.79	2342.6	2177	2203.5	3656	1222.4
"Q9Y2I7"	52752.3333333333	44516	44888	45752.6666666667	36136.6666666667	42108	28754.3333333333	26396	28190	29577	63129.6666666667	43371	49623.3333333333	88929	88834.6666666667	86873.6666666667	55996.3333333333	61592	58613.3333333333	52761	19435.3333333333	16212.2	15872.9333333333	36479.6666666667	31786.3333333333	35849.6666666667	17811.0666666667	14960.1666666667	18651.3333333333	22641	NA	965.83	NA	NA	NA	NA	NA	NA	NA	NA
"Q6ICL3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"F8W6N3"	46664.3333333333	40223.9	38105	74712	71933	76500.6666666667	56549	52342.9333333333	53676	49975	36568.6666666667	28215.6666666667	30484.3333333333	50308.6666666667	56072.6666666667	50552	40116.6666666667	40727	41540	38943	36288	28752.3333333333	28225	23419	18940.6666666667	22877.6666666667	23687.2	19319.4333333333	22232.3333333333	21384.7666666667	41590	44919.6666666667	34863.6666666667	53289	47239.3333333333	49067	48810.6666666667	40068.3333333333	44024.6666666667	41558
"Q9P2B4"	435810	417926.666666667	350116.666666667	372576.666666667	363803.333333333	385700	284643.333333333	260990	276853.333333333	307250	383966.666666667	261543.333333333	333570	283206.666666667	271303.333333333	283400	270020	274480	288843.333333333	259450	102546.333333333	80604.6666666667	80839.6666666667	192866.666666667	162653.333333333	176110	125649	99417.3333333333	121314	126811	271896.666666667	264466.666666667	268606.666666667	90723.3333333333	94594	99054	183566.666666667	137397.666666667	160080	165843.333333333
"Q9H2F5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16389	12225	14846	17806	16093	16328	18052	16015	21443	15167	21934	18333	21715	8466.2	7138	9563.3	7408.1	8339	11214	10304	10434	12056	9441.5	16382	16849	18471	10535	9642.7	11572	12282
"P18846"	117732.5	95099.5	96203	119653	118669.5	118692	77293	73741	75531.5	79137	172214	121154	130639.7	167712.1	156468	166162.2	101734.15	91222.8	104129.4	118970.1	232373.5	181254	190221	249495	234166	231258.5	89203.5	91672	103676.5	166820.5	246789	266162	236308.5	169742	172557	177542.5	93757	82219.5	115484.5	166509.5
"P52597"	1967133.33333333	1741033.33333333	1480066.66666667	1797800	1715166.66666667	1806900	2647233.33333333	2226933.33333333	2255300	1955633.33333333	2540366.66666667	1932933.33333333	2021833.33333333	2226600	2183433.33333333	2316966.66666667	2597000	2628400	3004866.66666667	2372833.33333333	2322266.66666667	1889233.33333333	1847166.66666667	1237833.33333333	1035286.66666667	1149520	1375833.33333333	1123870	1210723.33333333	1194500	1903333.33333333	1961333.33333333	1702733.33333333	2413133.33333333	2433000	2431933.33333333	1881966.66666667	1556566.66666667	1803266.66666667	1613133.33333333
"Q9BYC5"	173758.666666667	131966.666666667	128951.333333333	181333.333333333	163070	168543.333333333	136883.666666667	115980	129346	150753.333333333	199360	140013	164273.333333333	218970	208806.666666667	212453.333333333	163299.333333333	150229.333333333	167345.333333333	180140.666666667	545053.333333333	421086.666666667	420203.333333333	144879	109360.666666667	122288.666666667	109784.666666667	99980	115263.333333333	144083.333333333	67679.3333333333	75411	66708	452576.666666667	404290	448893.333333333	79609	69232	88080.3333333333	115363.333333333
"Q9GZP4"	356910	310035.666666667	293027.333333333	334190	307420	313480	388323.333333333	335006.666666667	315380	342580	394763.333333333	301036.666666667	297040	314636.666666667	311990	313590	385340	356090	395620	331483.333333333	342263.333333333	283893.333333333	295520	262956.666666667	185766.666666667	230160	344070	310880	339786.666666667	215710	267070	261463.333333333	202228.666666667	274000	266930	267393.333333333	385926.666666667	310050	383280	239363.333333333
"Q9Y570"	563670	560890	471293.333333333	1151700	1070360	1134133.33333333	485300	494093.333333333	473313.333333333	649010	832510	593870	666300	1560966.66666667	1536033.33333333	1515966.66666667	580583.333333333	621923.333333333	677330	862356.666666667	703840	513856.666666667	536536.666666667	494700	440943.333333333	506470	699250	644110	717250	565720	718873.333333333	734996.666666667	766010	624360	626196.666666667	630956.666666667	1009393.33333333	755943.333333333	876696.666666667	726656.666666667
"Q9ULA0"	290086.666666667	299523.333333333	236640	225133.333333333	199416.666666667	216850	288760	241226.666666667	278780	343733.333333333	279646.666666667	193096.666666667	222173.333333333	221730	217523.333333333	181916.666666667	226636.666666667	231670	237366.666666667	284310	879926.666666667	719206.666666667	669343.333333333	209873.333333333	172593.333333333	207876.666666667	302796.666666667	249320	276133.333333333	210740	202480	194663.333333333	128863.333333333	617773.333333333	585246.666666667	617986.666666667	257960	214163.333333333	231530	210033.333333333
"X6R6S3"	9558	8917.8	8597.8	8324	5599.8	7819.3	3328.9	3520.9	4013.8	6875.6	59886	52079	54903	43690	43820	36893	22744	26551	27670	42245	7588.2	7435.9	5400.2	13306	9305.5	10550	4787.9	3954.1	5551.7	6576.3	9487	8974	6414.8	5139.4	3029	3457.5	8381.7	8510.9	9073.1	4662.9
"P61812"	115645.333333333	105061.666666667	98426	125691	100303.333333333	108729	21506	19798.3333333333	20433.6	99277	322833	246194.666666667	259971.666666667	191555.666666667	171418	179850.666666667	21151.2333333333	19735.1	21638.3333333333	145502.333333333	15604.3	13793.9	11543.2666666667	57714	43809	49012.6666666667	101958	90026	97522	44000.3333333333	275613.333333333	278522.333333333	260734.333333333	27810.9	26104.5333333333	24440.5333333333	367306.666666667	301504.666666667	325090	116723
"Q5T5X7"	5607.7	6668.6	5103.6	9401.9	8584	8571.9	6270.9	6718.4	7205.3	7119.4	11368.5	8808.65	11918.5	13217.5	11446	11274.15	8352.45	8920.25	9809.95	9054.35	20675.6666666667	16664.7333333333	17352.1666666667	14586	11066.5	14200.3666666667	16551.3333333333	15415.9666666667	17067.5666666667	13470.4	12087.0333333333	11225.6333333333	7566.43333333333	12799.9333333333	12145.6	12665.0333333333	12934.1666666667	9589.56666666667	12368.8666666667	9691.46666666667
