"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.1.TMT2"	"Reporter.intensity.corrected.2.TMT2"	"Reporter.intensity.corrected.3.TMT2"	"Reporter.intensity.corrected.4.TMT2"	"Reporter.intensity.corrected.5.TMT2"	"Reporter.intensity.corrected.6.TMT2"
"F6WZH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"A2AN08"	330416.666666667	291173.333333333	275396.666666667	190373.666666667	247570	219156.666666667	393850	362473.333333333	412636.666666667	326336.666666667	218580	480016.666666667
"Q80WM4"	313211.5	214697.5	270680	121920	117004.75	100942.2	205499.333333333	221661.666666667	203316	207216.333333333	221238	220953.333333333
"Q61553"	10202900	9999033.33333333	11433266.6666667	8184133.33333333	11045433.3333333	8350600	12997600	11423366.6666667	13408000	10956100	7358766.66666667	15629100
"E9PWD2"	NA	NA	NA	NA	NA	NA	430070	250930	470220	131960	267620	474170
"Q3U9V4"	2670966.66666667	1241966.66666667	1820200	1155156.66666667	1204336.66666667	1596700	12144866.6666667	11824700	12629800	7968566.66666667	7090800	12854600
"Q5RKP0"	957080	417950	268620	113230	98880	313750	942740	892630	996700	425940	556500	538900
"Q80TB8"	1105196.66666667	425589	563015.666666667	157478.666666667	217777	373743	119407	95438	52271.6666666667	86286.3333333333	234463.666666667	16554.5
"Q9DCL9"	788380	665060	669360	415660	675360	477120	1413690	1432870	1403476.66666667	1053993.33333333	698993.333333333	1548686.66666667
"D3YZ62"	1999300	1944200	1815300	1433666.66666667	2307266.66666667	1461123.33333333	2173733.33333333	1829800	1798100	1610133.33333333	1059620	2152233.33333333
"A8C1T7"	807813.333333333	488276.666666667	711610	285486.666666667	831316.666666667	509513.333333333	960836.333333333	641736.666666667	1064249	409283.126666667	473758.066666667	1157343.33333333
"A1BN54"	1928466.66666667	1992566.66666667	1581700	2119000	3403066.66666667	2022166.66666667	1761433.33333333	1542366.66666667	1175526.66666667	1009260	1124293.33333333	1567000
"Q8BNW9"	933143.333333333	647316.666666667	735843.333333333	511550	760543.333333333	665326.666666667	1010260	1320700	977273.333333333	704063.333333333	551303.333333333	1070593.33333333
"G3X920"	84406	90908	57705	44627	69932	53002	38064	9084.7	13330	7243.3	6778.4	22867
"H3BJZ7"	349850	179440.666666667	304811.333333333	151029.333333333	397223.333333333	231328.333333333	211040	200290	211046.666666667	163263.333333333	119405	275720
"P15105"	12014933.3333333	9595033.33333333	11063500	4907200	6835733.33333333	7231933.33333333	25205666.6666667	23389333.3333333	26186666.6666667	21592000	16116433.3333333	28587666.6666667
"Q3U2F9"	NA	NA	NA	NA	NA	NA	237721.666666667	243762	200946.666666667	221608.666666667	169573	275186.666666667
"Q8BVI5"	324256.666666667	216903.333333333	215150	129086.666666667	173956.666666667	176256.666666667	74176.3333333333	77488.3333333333	83048	46153	48854.3333333333	89854.6666666667
"A0A0A6YWM5"	324335	219615	265675	128618.5	161575	206765	160893.333333333	97611.6666666667	130725.666666667	119762	102830	153399.333333333
"Q3UJP4"	4182100	3776400	3593300	2236766.66666667	3926733.33333333	2526833.33333333	3489633.33333333	4061566.66666667	3412933.33333333	2306366.66666667	1879766.66666667	3286466.66666667
"Q3UHT6"	4264800	3171033.33333333	3197866.66666667	2045700	2401900	2413566.66666667	4004500	4037733.33333333	3875733.33333333	4077066.66666667	2760200	4563800
"Q9DB60"	479215	736720	307805	259600.5	308285	264718	373541.5	320383.5	373171	313161.5	226514.5	404203
"Q3UHK5"	17360333.3333333	13116666.6666667	17538000	5222600	11140433.3333333	8419000	26445666.6666667	30232333.3333333	28805000	24161333.3333333	23287666.6666667	28678000
"Q9CZP6"	2182366.66666667	2028566.66666667	1551300	1090260	1387233.33333333	1363333.33333333	3472033.33333333	3269100	3757133.33333333	2743800	1823000	3992766.66666667
"A2AFW6"	3064766.66666667	2506233.33333333	2564933.33333333	2136700	2770033.33333333	2443133.33333333	2657773.33333333	3286366.66666667	2817660	2095663.33333333	1893966.66666667	3039266.66666667
"Q3TPJ8"	859253.333333333	948156.666666667	927733.333333333	613903.333333333	1111750	600113.333333333	445776.666666667	408250	476216.666666667	352526.666666667	247343.333333333	509116.666666667
"P48036"	4929033.33333333	7854633.33333333	5044833.33333333	1939190	2982766.66666667	2722600	9853200	9674733.33333333	13035466.6666667	8241533.33333333	5271133.33333333	11799000
"B9EJ23"	1153223.33333333	1013503.33333333	869296.666666667	728586.666666667	887040	830326.666666667	1063200	1133133.33333333	939480	859876.666666667	618433.333333333	1139980
"Q9CPX6"	NA	NA	NA	NA	NA	NA	372480	327600	307160	295190	235550	312520
"Q8CHR4"	661121	463128	307747.45	193930.5	183757.5	421395.5	11478816.6666667	7305163.33333333	7789833.33333333	8678980	8031096.66666667	7605733.33333333
"Q3TL79"	1307973.33333333	939583.333333333	1136576.66666667	570036.666666667	990440	720633.333333333	1550133.33333333	1561500	1628866.66666667	1097363.33333333	803370	1612766.66666667
"Q9R1V6"	362546.666666667	150670	258606.666666667	133320	177246.666666667	164813.333333333	1830166.66666667	1659923.33333333	1989266.66666667	1251603.33333333	1179890	2274433.33333333
"Q8BFR5"	4340756.66666667	4024520	3861476.66666667	2828450	3980423.33333333	3367443.33333333	4354666.66666667	5190566.66666667	4307633.33333333	3641766.66666667	2604000	4566733.33333333
"Q8CCJ3"	204710	202640	188650	104990	181370	129390	165414	178686	146297	141977.5	90994.5	152275.5
"A0A338P6R8"	6176700	3587633.33333333	5988466.66666667	4193900	4674366.66666667	4659933.33333333	13820666.6666667	12361666.6666667	12368666.6666667	11301000	8019566.66666667	15086666.6666667
"E0CXA9"	941625	614168.333333333	754495	661992.666666667	919795.666666667	825916	1789000	1309240	1705533.33333333	1140020	970730	1680600
"P32020"	41197	58371	43103	13738	19714	33546	NA	NA	NA	NA	NA	NA
"A0A0A0MQM0"	318950	356570	286100	165825	305360	229327	1057470	912440	899460	873013.333333333	716763.333333333	1017786.66666667
"Q3TF02"	103070	83108	87189	68265	66128	89433	222590	243660	234900	178670	124120	321400
"Q5SXR6"	20005666.6666667	13942300	14902500	12392400	13050766.6666667	14768433.3333333	32596333.3333333	28551666.6666667	29826000	25978333.3333333	17837666.6666667	36495666.6666667
"P62869"	125110	79289	131080	48964	106520	97706	1153506.5	1017901	1033532.5	929010.5	945192	1163716.5
"P62311"	NA	NA	NA	NA	NA	NA	NA	5529.8	NA	4440.4	NA	2696.8
"Q8BK18"	1555843.33333333	1496853.33333333	1321270	908646.666666667	1201506.66666667	1102150	2276333.33333333	2358066.66666667	2347000	1780866.66666667	1182600	2400800
"Q921S5"	1588066.66666667	950426.666666667	1272920	700283.333333333	903026.666666667	1093780	4195833.33333333	3568766.66666667	2291636.66666667	4527433.33333333	4805200	2114366.66666667
"Q3UHD6"	1008260	832313.333333333	796106.666666667	550216.666666667	832403.333333333	660423.333333333	1957090	2195405	2165825	1440145	942370	1927875
"P56812"	213260	173610	179400	118200	176960	171920	325509	328923	304635.666666667	248735	181327	216852.666666667
"B1AXW5"	7146666.66666667	6615200	6926400	3238286.66666667	5596143.33333333	4071180	10694700	9517683.33333333	9964650	7272366.66666667	6151266.66666667	9520866.66666667
"Q8VHU9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9Z0P4"	5214300	5452333.33333333	4386163.33333333	3532853.33333333	6767340	3714763.33333333	5057166.66666667	6160856.66666667	4985216.66666667	3986463.33333333	2741506.66666667	5702366.66666667
"Q9D9G3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q91Z57"	878380	918260	859510	499440	762630	719440	421605	407220	390430	284700	284815	382625
"Q3TG58"	1307165	1089915	1204140	810420	1172775	961630	789800	536190	710180	593700	428020	792780
"Q9D3A9"	482090	327220	282200	213070	212430	231730	972336.666666667	784100	1039946.66666667	966706.666666667	705116.666666667	1128140
"P62141"	1330665	709365	886035	648890	561205	876825	1749296.66666667	1098733.33333333	1532916.66666667	1134030	1055966.66666667	1712346.66666667
"F6X9P4"	369260	391420	329240	203380	351900	248060	115910	115240	96080	100830	80555	101560
"Q8BG39"	864923.333333333	672376.666666667	854686.666666667	770303.333333333	1060990	783680	3317733.33333333	3359366.66666667	2903766.66666667	2359800	1867833.33333333	3298800
"A0A0R4J0I9"	797600	701890	611640	319963.333333333	951026.666666667	521426.666666667	737636.666666667	824126.666666667	892363.333333333	666343.333333333	406950	1045203.33333333
"O08749"	2768100	2513433.33333333	2775900	1523333.33333333	2470900	2186533.33333333	4366000	5027833.33333333	3723866.66666667	3967800	3458533.33333333	4259633.33333333
"Q4JG03"	294510	332040	269373.333333333	187023.333333333	391296.666666667	224960	442866.666666667	354456.666666667	367436.666666667	378280	293760	364713.333333333
"B2CY77"	1950800	2087553.33333333	1522583.33333333	1092320	2051090	1254740	3684900	4407073.33333333	3453830	3473330	1762286.66666667	3920640
"C9K0Z1"	954730	651873.333333333	468760	854206.666666667	817363.333333333	811930	1909733.33333333	1415533.33333333	1898566.66666667	1678366.66666667	924293.333333333	2638500
"Q7TSJ2"	7074700	6142533.33333333	6724733.33333333	3310866.66666667	6094466.66666667	3761166.66666667	5246366.66666667	6616200	4822933.33333333	4294766.66666667	2951133.33333333	5126200
"Q6ZWM8"	2253066.66666667	1512673.33333333	1644766.66666667	1343703.33333333	1572580	1771686.66666667	3448400	2933033.33333333	3356400	2282133.33333333	2460366.66666667	3651033.33333333
"E9PZ69"	395515	484545	327835	245655	393830	263685	621520	692100	659110	548410	314510	803180
"A0A1B0GRR3"	304950	248890	239440	131960	297540	155080	1165185	1218675	1229085	722584.333333333	578730	916199
"P10649"	15241533.3333333	11300900	11550900	5187600	8636833.33333333	8155366.66666667	24853000	21545666.6666667	30165666.6666667	15858800	14030000	30555666.6666667
"W6PPR4"	716310	530383.333333333	677710	486246.666666667	674093.333333333	481463.333333333	386660	436453.333333333	390220	317836.666666667	278030	439356.666666667
"D3YU63"	193450	61450	288350	61660	94794.5	83195.5	575183.333333333	332550	577763.333333333	280973.333333333	168196.666666667	472570
"A0A338P7E5"	1371800	1352400	1369300	591650	1408800	858130	545265.333333333	638445.666666667	422636.333333333	608624.333333333	551294.666666667	378988.666666667
"Q50HX4"	3109100	2187966.66666667	2246133.33333333	1683536.66666667	1512483.33333333	1933203.33333333	5689766.66666667	5086033.33333333	5806166.66666667	4819266.66666667	4154766.66666667	5814400
"D6RCW7"	2361600	1754433.33333333	1774233.33333333	1543733.33333333	2141166.66666667	1651766.66666667	4032666.66666667	4018500	3611033.33333333	2962966.66666667	2367733.33333333	4014500
"Q6PHU5"	162638.333333333	131501.466666667	188996	93591.2666666667	217176.666666667	185677	167119.333333333	161890.333333333	178823.333333333	156640	86584	223636.666666667
"P62897"	4744520	3414120	3719050	1874235	2416480	3246710	7617133.33333333	6701740	4742960	5665920	5297166.66666667	4348316.66666667
"Q71LX8"	14337233.3333333	12670766.6666667	11741000	7116700	12061300	8420200	20893433.3333333	22030000	21927933.3333333	15571366.6666667	12491366.6666667	19987100
"Q8BK60"	2105200	1103200	5030900	763630	1444200	1166300	623927.333333333	901708.666666667	946214	458966.666666667	355389.333333333	817294.333333333
"A2ACC7"	172790	208930	136380	105600	177270	143860	88406	110150	62577	72486	64068	89725
"Q8C713"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"A2A6Q3"	71857	51087	54456	26875	48012	36983	161810	224050	181730	136380	97614	130620
"Q3UDG2"	1412086.66666667	1101326.66666667	1186443.33333333	588990	1095873.33333333	788046.666666667	544826.666666667	595560	561150	352786.666666667	311646.666666667	541433.333333333
"Q3U0U5"	574293.333333333	360966.666666667	567053.333333333	343447.333333333	503113.333333333	442063.333333333	2344240	2685060	2230196.66666667	1952023.33333333	1690983.33333333	2310776.66666667
"Q3U0Y9"	175835.5	157119	146284	97810	177912.5	128907.5	509820	596870	506860	421750	302410	606690
"P68404"	2970933.33333333	1353383.33333333	2933933.33333333	1697133.33333333	3014633.33333333	2536066.66666667	5761000	4111433.33333333	5432113.33333333	2910700	3406966.66666667	5498633.33333333
"B9EJ29"	796566.666666667	639869.333333333	470840	361949.666666667	705643.333333333	453587	947426.666666667	984856.666666667	848686.666666667	783116.666666667	611366.666666667	1008043.33333333
"Q9DB05"	476349	272205.666666667	404175.333333333	234751.333333333	307630.666666667	317160.333333333	4808976.66666667	4529996.66666667	4955313.33333333	4151883.33333333	2787986.66666667	5564403.33333333
"Q8BNY6"	853660	549620	684810	480790	492790	648600	1411525	1756395	1513340	1566265	954290	1184045
"Q9WUT3"	165122.5	139731.5	130402	94232	134012	94073.5	NA	NA	NA	NA	NA	NA
"Q3UNH4"	255386.666666667	476070	126226.666666667	235163.333333333	526646.666666667	188716.666666667	979030	1240486.66666667	710026.666666667	1109130	557923.333333333	1222490
"Q9D066"	2028990	1677203.33333333	2158656.66666667	1325493.33333333	1850291.33333333	1604726.66666667	3023123.33333333	3031483.33333333	2750573.33333333	2182076.66666667	1851870	3144686.66666667
"Q3U9K3"	672750	364910	600370	413700	621070	570130	1982766.66666667	2159133.33333333	1526936.66666667	1794266.66666667	1374233.33333333	2427366.66666667
"P60879"	2977533.33333333	2055133.33333333	3441866.66666667	1973666.66666667	3643900	1953300	9536800	9230966.66666667	9662733.33333333	6686233.33333333	4609433.33333333	10887633.3333333
"P0DP28"	1004069	804780.666666667	712398.666666667	906705.333333333	949015	1181441.33333333	17745233.3333333	9563833.33333333	22396200	30849000	5235133.33333333	9461533.33333333
"Q3TQ74"	338010	367440	292340	207870	397100	264390	247650	279876	206585.5	175711.5	143832	210533
"O70569"	896340	966570	731126.666666667	460836.666666667	838970	616293.333333333	1011500	1201866.66666667	918076.666666667	868953.333333333	596253.333333333	1050963.33333333
"Q921I1"	1084076.66666667	1441220	1820500	699370	1371146.66666667	805403.333333333	1302560	1111116.66666667	1628600	1108106.66666667	933793.333333333	1438293.33333333
"Q3TMU8"	2167033.33333333	1794433.33333333	1814666.66666667	1186370	2226666.66666667	1458300	2008533.33333333	2572233.33333333	2267266.66666667	1796200	1198660	2593466.66666667
"Q80YN3"	1464810	528250	2310406.66666667	413695.333333333	1063240	669043.333333333	1032760.33333333	1551740.66666667	960563.333333333	967885.666666667	655533	1345967.66666667
"A0A140LIZ5"	1375150	1346590	1053503.33333333	775900	1135470	930053.333333333	1542433.33333333	1430406.66666667	1403376.66666667	1335063.33333333	880683.333333333	1617266.66666667
"A2A6U3"	838276.666666667	819713.333333333	790940	527700	776040	519080	1937833.33333333	2068933.33333333	1764066.66666667	1662633.33333333	1039736.66666667	1916400
"Q8C2A3"	11899900	8827166.66666667	11887000	7949300	14317066.6666667	8089800	15900166.6666667	18679666.6666667	14713333.3333333	13776300	9577533.33333333	16906666.6666667
"A0A2R8W6V9"	1732646.66666667	1019666.66666667	1692550	895023.333333333	966133.333333333	1200096.66666667	2867386.66666667	2936600	2592253.33333333	2521186.66666667	1923583.33333333	2927560
"Q8BU29"	475562.666666667	527909.666666667	532938	348392.133333333	423485.933333333	384172	241814.666666667	264683.333333333	210780	239747.666666667	129052.333333333	256694
"Q4VA93"	932590	1638593.33333333	428306.666666667	617570	1027050	694623.333333333	969610	1128866.66666667	855233.333333333	892060	483823.333333333	1058403.33333333
"A2RSV8"	4367933.33333333	3608233.33333333	3924866.66666667	2698166.66666667	5101633.33333333	3418466.66666667	6772833.33333333	7371666.66666667	6187966.66666667	5121100	4467400	6440700
"P50516"	22181333.3333333	16722433.3333333	19525533.3333333	13493100	20058333.3333333	15347766.6666667	26241000	26148666.6666667	25862333.3333333	18928333.3333333	12427000	28279000
"P97364"	68360	75217	60731	43871	73202	61200	NA	NA	NA	NA	NA	NA
"Q3UHD9"	606663.333333333	672833.333333333	476653.333333333	678526.666666667	1196373.33333333	665943.333333333	850290	885420	539346.666666667	645563.333333333	486636.666666667	663943.333333333
"Q8CHP8"	2239510	1831956.66666667	2107226.66666667	1133281.33333333	2057983.33333333	1361640	2702266.66666667	2666733.33333333	2964733.33333333	2196833.33333333	1596566.66666667	3084533.33333333
"Q5M9K7"	192820	202870	157610	142750	190940	139770	161950	182360	126940	149470	73451	132130
"Q9R1R2"	402586	359071	335367	253806.5	442390.866666667	292957	415583.333333333	362643.333333333	340073.333333333	343930	252946	372840
"Q9QXV0"	3751600	2444800	1893300	384616.666666667	585286.666666667	740633.333333333	1324910	1083820	1718550	785583.333333333	672770	605616.666666667
"O08614"	213760	209130	135920	117870	212840	134130	44079.65	59277.5	45072	41136.3	30577.85	48568.5
"Q60625"	2088666.66666667	2615266.66666667	817320	3390533.33333333	6866433.33333333	2881400	5688800	6376033.33333333	4881666.66666667	4471566.66666667	2669100	6252766.66666667
"P06801"	533403.333333333	319500	417370	230603.333333333	273696.666666667	248243.333333333	479883.333333333	339343.333333333	448900	329663.333333333	249936.666666667	467160
"Q8BMF3"	2076100	1808333.33333333	2102666.66666667	2789966.66666667	3570933.33333333	2767266.66666667	2313306.66666667	2416393.33333333	2324550	1842013.33333333	1293150	2754633.33333333
"A0A076FSX1"	3544533.33333333	2914836.66666667	2564510	2796586.66666667	3112733.33333333	2804300	4923500	4694433.33333333	4977266.66666667	4670766.66666667	3312766.66666667	6133400
"E9QLA5"	250283.333333333	158339	248746.666666667	257350	342390	298456.666666667	430769	486627.333333333	488511.333333333	319514.666666667	198688	517649.333333333
"P06837"	3679000	1872376.66666667	2146300	890936.666666667	1491433.33333333	1699343.33333333	3873710	3909650	1069876.66666667	3739553.33333333	6324363.33333333	690133.333333333
"Q9Z268"	765466.666666667	371513.333333333	741036.666666667	443516.666666667	553223.333333333	505283.333333333	1559200	1621433.33333333	1434366.66666667	1140090	845493.333333333	1697800
