"id"	"Reporter.intensity.corrected.1.TMT3"	"Reporter.intensity.corrected.2.TMT3"	"Reporter.intensity.corrected.3.TMT3"	"Reporter.intensity.corrected.4.TMT3"	"Reporter.intensity.corrected.5.TMT3"	"Reporter.intensity.corrected.6.TMT3"	"Reporter.intensity.corrected.7.TMT3"	"Reporter.intensity.corrected.8.TMT3"	"Reporter.intensity.corrected.9.TMT3"	"Reporter.intensity.corrected.10.TMT3"	"Reporter.intensity.corrected.1.TMT4"	"Reporter.intensity.corrected.2.TMT4"	"Reporter.intensity.corrected.3.TMT4"	"Reporter.intensity.corrected.4.TMT4"	"Reporter.intensity.corrected.5.TMT4"	"Reporter.intensity.corrected.6.TMT4"	"Reporter.intensity.corrected.7.TMT4"	"Reporter.intensity.corrected.8.TMT4"	"Reporter.intensity.corrected.9.TMT4"	"Reporter.intensity.corrected.10.TMT4"
"Q12955"	441620	392263.333333333	396310	118970	106898.666666667	106354	208708	197314.666666667	218382.666666667	142946.333333333	34175.6666666667	32440.3333333333	41926.3333333333	440880	418556.666666667	466896.666666667	150073.333333333	143073.333333333	158693.333333333	105753.333333333
"P56945"	225956.666666667	191156.666666667	204780	171666.666666667	140193.333333333	144773.333333333	384960	328953.333333333	376546.666666667	195786.666666667	171876.666666667	176066.666666667	170046.666666667	184356.666666667	178923.333333333	171413.333333333	402556.666666667	299610	326800	201583.333333333
"A0A0X1KG68"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2239.9	1910.3	781.8	1126.9	1289.5	1637.8	1621.3	1895	1690.8	943.16
"Q13470"	84732	70633	76027.3333333333	24809	20698	23362	68590.3333333333	62652	70912	35332.6666666667	24250	18108.5	16953.45	71203.5	42852.77	74759	80587	60420.5	75313.5	34781.5
"H7C5F7"	7912.7	5476.6	5742.3	4698.5	5000.9	4720.3	4294.7	6283.1	10619	9792.1	7035.5	4601.9	5519.75	4010.35	4769.6	3955.1	11440.6	6459.9	7136.45	8538.2
"Q14498"	1092996.66666667	858820	852900	694233.333333333	611556.666666667	633060	832840	723396.666666667	721026.666666667	664236.666666667	709526.666666667	726730	730316.666666667	778750	750750	779543.333333333	787980	627836.666666667	710643.333333333	635460
"P62877"	673343.333333333	581800.666666667	599210.333333333	745110	606446.166666667	705321	398304.333333333	385132.333333333	455362	500702	896461	892666.333333333	710366.666666667	619772.666666667	642147.333333333	686986.266666667	555791.066666667	441364.4	490301.233333333	559245
"C9JRZ6"	770420	619066.666666667	656296.666666667	814063.333333333	702043.333333333	666423.333333333	635390	570716.666666667	666803.333333333	498640	1059596.66666667	1172806.66666667	1117346.66666667	862013.333333333	823246.666666667	932706.666666667	1092983.33333333	852383.333333333	922936.666666667	792156.666666667
"A5YKK6"	545666.666666667	437616.666666667	452073.333333333	415843.333333333	362470	392580	489000	416200	504643.333333333	375230	742700	726156.666666667	564000	703196.666666667	717036.666666667	738433.333333333	854800	693573.333333333	771313.333333333	611633.333333333
"P26641"	9374166.66666667	7917166.66666667	7564600	3685666.66666667	3155100	3334233.33333333	6949300	6368233.33333333	7615966.66666667	5736166.66666667	3652666.66666667	3732466.66666667	5074133.33333333	6131900	6615866.66666667	6308733.33333333	6229366.66666667	4584200	5184633.33333333	4675566.66666667
"A0A0C4DGB5"	1951500	1513733.33333333	1809233.33333333	1400260	1271930	1354056.66666667	1329653.33333333	1320230	1506746.66666667	1283590	1441110	1472273.33333333	1396373.33333333	1685683.33333333	1690950	1885750	1650636.66666667	1377620	1405013.33333333	1401410
"P31350"	906023.333333333	762433.333333333	723040	553733.333333333	467076.666666667	518393.333333333	804613.333333333	713456.666666667	813186.666666667	628350	1292766.66666667	1249900	1114986.66666667	753656.666666667	803093.333333333	843503.333333333	1200733.33333333	891730	1072086.66666667	722633.333333333
"P78345"	139670	116064.666666667	129450	80549.6666666667	70653.3333333333	76096.6666666667	94354	87329.3333333333	87859.6666666667	67542.3333333333	110100	104649.333333333	43635	153570.666666667	152578.666666667	167731.666666667	131231	108372	125498.666666667	104359.666666667
"Q16643"	425993.333333333	373610	379656.666666667	773620	593540	581750	380746.666666667	363320	326893.333333333	344770	693126.666666667	760083.333333333	804253.333333333	416160	357863.333333333	416076.666666667	419516.666666667	347803.333333333	499713.333333333	371753.333333333
"P53618"	1945133.33333333	1635300	1587333.33333333	1363166.66666667	1197250	1209733.33333333	1158130	960786.666666667	1108910	992876.666666667	1400333.33333333	1370300	1008150	1665400	1391800	1606033.33333333	1033700	855936.666666667	1005130	1002990
"O96005"	1671166.66666667	1418900	1416333.33333333	686406.666666667	584303.333333333	616056.666666667	575496.666666667	536036.666666667	574846.666666667	629410	856493.333333333	889273.333333333	718980	1585600	1478100	1678000	745083.333333333	577766.666666667	661213.333333333	750286.666666667
"D6RGI3"	579713.333333333	505256.666666667	492826.666666667	1347066.66666667	1058083.33333333	1224616.66666667	1021970	906710	991813.333333333	787686.666666667	1629780	1606906.66666667	1574520	591516.666666667	604270	604883.333333333	1307116.66666667	1039320	1176753.33333333	956176.666666667
"A0A0A0MTH9"	148664.666666667	126873.333333333	132102.666666667	118127	113821	111375.333333333	107378	90213.3333333333	102040.333333333	101067.666666667	116114	106881.666666667	71555.6666666667	112850	113471.333333333	127860	107638	78654.6666666667	97710.3333333333	86979.6666666667
"O95801"	132923.666666667	99138.6666666667	112099.666666667	159623.333333333	112647.333333333	142931.666666667	217883.333333333	193636.666666667	221343.333333333	154047.666666667	189861	199110	111107.333333333	150402	177530.333333333	167626.333333333	242892.666666667	187722.666666667	221399.666666667	167718.666666667
"Q9H2M9"	427516.666666667	344116.666666667	358410	656686.666666667	574956.666666667	643840	485710	456710	520016.666666667	412913.333333333	845356.666666667	792090	555823.333333333	336650	335530	366523.333333333	650476.666666667	499416.666666667	589860	463780
"Q96BN8"	98441.6666666667	79185	89552	58928.3333333333	52324	55176	134764.333333333	118423	125594	73432	121722	131276	91958	154890.666666667	140232.666666667	153677.333333333	272943.333333333	225043	239731.666666667	148584
"Q5VWZ2"	160254.666666667	131603.333333333	145737	276560	228695	262690	146606.666666667	132084	154593.333333333	157148.666666667	340366.666666667	337640	278730	154846.666666667	165030	166323.333333333	204543.333333333	161986.666666667	182996.666666667	205750
"F5H136"	34525	22290	32676	33806	30565	30965	36244	29311	40664	24675	25465	24417	7591.7	16891	15524	21278	21734	20884	25835	20475
"Q9UNS1"	211883.333333333	171370	175960	41728.6666666667	35917.6666666667	41875.3333333333	50273.6666666667	43564.3333333333	48837	73493.6666666667	78084	71563	49880.6666666667	199313.333333333	216333.333333333	218750	86065.3333333333	64120.6666666667	76502.6666666667	94899
"P08559"	684533.333333333	557776.666666667	602000	602080	524706.666666667	545463.333333333	405033.333333333	350790	398370	406490	692033.333333333	737883.333333333	633200	581726.666666667	565490	614493.333333333	494090	417160	462646.666666667	498020
"Q12933"	358530	290113.333333333	278306.666666667	120013.333333333	99855.3333333333	118292	232616.666666667	196756.666666667	233470	163806.666666667	170673.333333333	149083.333333333	131283.333333333	282186.666666667	277776.666666667	267450	224880	160256.666666667	189993.333333333	170906.666666667
"A0A0D9SEU5"	86053.3333333333	71807.6666666667	85924.3333333333	43710.3333333333	34472.3333333333	40522.6666666667	69477	63983.3333333333	71182.3333333333	44966.3333333333	254135.666666667	238545.666666667	240578.666666667	431830	412593.333333333	423566.666666667	360846.666666667	301650	339226.666666667	264413.666666667
"Q99733"	1854440	1544220	1572843.33333333	1940700	1483310	1790733.33333333	1204286.66666667	1084893.33333333	1215403.33333333	1370456.66666667	1830326.66666667	1778293.33333333	1595340	1320343.33333333	1216440	1355433.33333333	1167223.33333333	931283.333333333	1112786.66666667	1256046.66666667
"Q5TG12"	221390	195713.333333333	190823.333333333	94001	74574.6666666667	92251.6666666667	98339.6666666667	90526.6666666667	105512	78763	163696.666666667	161573.333333333	126963.333333333	290323.333333333	299353.333333333	306796.666666667	185073.333333333	184600	185333.333333333	145297.333333333
"Q9NWH9"	451750	377816.666666667	393150	364786.666666667	290556.666666667	299713.333333333	376060	341183.333333333	335900	291673.333333333	288850	317240	228870	327306.666666667	294016.666666667	308370	332823.333333333	294476.666666667	328400	256580
"J3QLB2"	220322	163467.333333333	203096	305202	271775.333333333	284744.666666667	301258.666666667	313620	330785.666666667	217244	91232.2	87831.3333333333	61259.8666666667	125081.333333333	106958.666666667	125975.666666667	144273	104403	128712	71900.6666666667
"P12955"	343090	287166.666666667	290140	263383.333333333	233090	250590	422126.666666667	367426.666666667	440220	332146.666666667	363916.666666667	346243.333333333	413790	286593.333333333	305020	303570	573413.333333333	427626.666666667	463340	395070
"A0A1W2PRB8"	80164	78698	79140.3333333333	57420.3333333333	52126.3333333333	54854	72447.3333333333	69210	79979.6666666667	57153.3333333333	60718.3333333333	69539	55092.3333333333	71823	82581.3333333333	84552	110271	91741	101693.666666667	64299.3333333333
"Q9UDW1"	807235	638250	716255	754290	755275	736375	235470	241795	238935	441240	800235	830630	557100	820445	746395	857935	306775	279115	274585	517205
"Q03252"	613706.666666667	493970	489610	1714800	1458933.33333333	1364766.66666667	1198700	1184066.66666667	1256400	958433.333333333	1439366.66666667	1457566.66666667	1208926.66666667	379283.333333333	376510	393253.333333333	1350066.66666667	1087743.33333333	1142983.33333333	917020
"P49006"	2562213.33333333	2204173.33333333	1951010	156896.333333333	157268	170248.666666667	1406040	1253380	1393116.66666667	716054.666666667	200472.333333333	227523.333333333	214856	1633570	1652190	1748900	1143960	968126.666666667	1058390	581196.666666667
"Q7KZF4"	3749033.33333333	3186466.66666667	3298533.33333333	3551433.33333333	2854766.66666667	3014466.66666667	3245700	2700066.66666667	2795100	2117200	3362400	3400133.33333333	2827733.33333333	2662566.66666667	2722900	2771766.66666667	3060333.33333333	2340300	2857800	2121100
"P11274"	300352	259082.666666667	250378	58845.6666666667	43864	58603.3333333333	205942.333333333	239226.333333333	255113	109612.666666667	66971.3333333333	64148.3333333333	66304	54817	58381.3333333333	56769.6666666667	152296.666666667	115352.333333333	132266.666666667	68316.3333333333
"Q6UWP2"	70388.2	53634.7666666667	58964.8666666667	21059.3666666667	17617.6666666667	22682.6333333333	70193.5333333333	80479.5666666667	80115.8666666667	50901.0333333333	57084.6	57397.0333333333	59832.9333333333	420925.666666667	480090.666666667	437407	135249.666666667	119048	139740.333333333	127660.333333333
"Q9NS69"	318660	267106.666666667	259845.333333333	368660	301447.333333333	331083.333333333	252173.333333333	252244	288826.666666667	262333	335086.666666667	335735	326807.666666667	216526.666666667	215482.666666667	243661.666666667	238923	199646	206492	244035.666666667
"O75427"	87134	70328.6666666667	78106.3333333333	26637.1333333333	22151	22551.4333333333	44384.6666666667	48625.6666666667	50211.6666666667	37866.0666666667	33083.6666666667	30235	71953.3333333333	77714.3333333333	72156	81821.3333333333	56032.3333333333	49594	59484.6666666667	39021.6666666667
"Q9Y3C7"	50274	35310	46506	60136	60041	58398	47869	50273	55274	53166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q7Z5L9"	375846.666666667	292316.666666667	310673.333333333	242946.666666667	228946.666666667	244456.666666667	428190	393853.333333333	458333.333333333	221226.666666667	215606.666666667	196830	252286.666666667	245616.666666667	232433.333333333	250340	427546.666666667	337146.666666667	367546.666666667	193016.666666667
"H0YJF3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P18206"	1697800	1415900	1345400	4475100	3818766.66666667	4049466.66666667	4645766.66666667	4347766.66666667	4717733.33333333	2946266.66666667	4568966.66666667	4661200	4230800	983520	1052463.33333333	1062343.33333333	4931400	3814333.33333333	4066833.33333333	2764100
"E7EPT4"	266856.666666667	188728.333333333	210307.666666667	363956.666666667	398080	467393.333333333	169516.666666667	181010	220330	267636.666666667	611110	603703.333333333	443966.666666667	321336.666666667	279253.333333333	334840	313056.666666667	279716.666666667	286960	388223.333333333
"Q8IZL8"	638893.333333333	524533.333333333	537020	401890	368013.333333333	358730	313836.666666667	308250	337033.333333333	311843.333333333	426593.333333333	425470	390740	504020	478263.333333333	517186.666666667	348826.666666667	293490	310120	324196.666666667
"Q8N201"	103467.333333333	82765	83228.6666666667	74703	69139.6666666667	70238.3333333333	64646.3333333333	55105.3333333333	68089.6666666667	56096.3333333333	113805.333333333	115635.666666667	81284	118945	199853.333333333	137811	116042	93443	120653	82017
"Q9UBF2"	843493.333333333	724806.666666667	709750	329650	283570	296950	417163.333333333	360226.666666667	421343.333333333	364180	317430	312676.666666667	793696.666666667	715273.333333333	606136.666666667	689976.666666667	340300	280983.333333333	342950	319886.666666667
"P54802"	304473.333333333	239533.333333333	244780	77696	55387.6666666667	72501.3333333333	97785.3333333333	130582	107245.666666667	97166.3333333333	63144.6666666667	62086	107701.333333333	235973.333333333	180522	215690	80896	93076.6666666667	82327	83191
"Q96PY5"	25414.6666666667	21153.3333333333	20175	126126.666666667	103143	113346	95356.3333333333	81719	94729	89113.6666666667	100393.666666667	97362.6666666667	91280.3333333333	14820.0333333333	16161.6333333333	16340.5333333333	82926.3333333333	67927.3333333333	80691	75862
"O00330"	355330	298060	291016.666666667	311593.333333333	283560	280360	395050	342996.666666667	385246.666666667	277860	442386.666666667	456696.666666667	474953.333333333	387756.666666667	378446.666666667	395046.666666667	497833.333333333	389836.666666667	429656.666666667	353443.333333333
"P49585"	930146.666666667	755486.666666667	758753.333333333	403790	350016.666666667	389843.333333333	464886.666666667	398293.333333333	458453.333333333	455406.666666667	540943.333333333	547560	587103.333333333	940206.666666667	881003.333333333	963023.333333333	569993.333333333	445126.666666667	476403.333333333	550183.333333333
"Q96F24"	28629.5	28480.5	29533.5	25124	20045.05	26308.5	26548.55	22942.35	27893.5	24874.5	41318	44823	37372	38241	45734	47515	37873	27946	37664	31684
"Q9H7E9"	349173.333333333	295412.333333333	335090.666666667	252949	179788.666666667	204438	200464.333333333	177880	183565	237594.666666667	131908.333333333	131070.666666667	142747.333333333	161799	135918.666666667	162493.666666667	101762.333333333	86749	97424	125644.666666667
"Q9BUH6"	203006.666666667	146776.666666667	153026.666666667	94235	84078.6666666667	96108	107797.666666667	104978.333333333	105701	105786	195673.333333333	190273.333333333	147063.333333333	309106.666666667	318070	330436.666666667	212206.666666667	177563.333333333	185860	211226.666666667
"A0A024R4E5"	2404700	2098100	2080333.33333333	1689633.33333333	1464666.66666667	1638133.33333333	871530	813043.333333333	945990	1051176.66666667	1877166.66666667	1863300	1815133.33333333	1678433.33333333	1760700	1869000	972806.666666667	762716.666666667	926436.666666667	1030650
"Q8TDX7"	159989	127708.666666667	135895.666666667	373340	321046.666666667	374393.333333333	186210	202319.333333333	227860	247680	478223.333333333	474796.666666667	439533.333333333	164346.666666667	178176.666666667	176553.333333333	309430	238733.333333333	241863.333333333	274390
"P13796"	54698	44454	40653.3333333333	24794.3333333333	18688.6666666667	20766.3333333333	158602.666666667	155899.666666667	169718.333333333	784500	22843.6666666667	22484	18927	45981.3333333333	42819.6666666667	38199.3333333333	188202	151645.333333333	163384	788153.333333333
