"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.7.TMT1"	"Reporter.intensity.corrected.8.TMT1"	"Reporter.intensity.corrected.9.TMT1"	"Reporter.intensity.corrected.10.TMT1"
"2041"	2964.2	NA	5660	2529.1	NA	NA	1878.1	1954.7	NA	NA
"1855"	43474431	29172792	15464895	12181786	30930645	16117820	31752405	16764316	18588307	16918035
"363"	86805	56949	134523	1186433	69275.6	161818	77685.7	130496	197572	102558
"4583"	4795500	8867960	3335970	1790713	3929240	2610010	3717567	3113470	5400570	4423360
"1323"	25473890	27543940	24199640	11605330	26564620	21470540	26675420	22680290	14535440	27307870
"3172"	2051581	2063569	4433900	1304295	1615423	2911510	1688171	2844830	1838080	1674582
"5399"	9807670	13043302	9563403	5408585	8837332	7250319	8568343	8898422	7903583	8619760
"5218"	234681	261171.3	417242	280961.8	109610.5	455721.4	143075.8	289819	515500	404588
"4569"	8681122	6902401	6499572	3898410.6	3933280	5290487	4298769	6701325	8771841	7529399
"695"	50596776	41250902	40056790	21580959	19101340	32029045	21438771	39102199	51279560	42596120
"5139"	1532435.4	1083041	1926419.5	747813	1849615	3970266	1813376	1817642.7	1705920	2738170
"2842"	630400	435488	662670	431701	400975	611560	393708	584199	749450	492581
"3405"	524630	731140	2757470	387309	519650	3188810	589000	2786900	1405990	379100
"5542"	852257	1804027	889563	693190	1749270	760237	1770160	636540	861570	786381
"1296"	6822930	7770520	5021200	3163168	5402680	5436340	5166390	4715614	4955319	6210720
"4301"	527211	593579	532843	553432	401818	551510	438989	401267	1207940	592780
"1389"	33216690	18864580	42554650	8598910	20165120	29070070	20369410	37305170	13351712	40187310
"5592"	306120	319980	112940	78003	146560	112530	135080	96623	161040	170850
"6511"	636450	1390670	731870	286757	767590	722000	831420	634110	460500	526900
"3378"	1531294	1681918	1505463	717590	1277984	1603752	1363987	1166494	954676	1455268
"5353"	3142119	4460697	4235784	1777829	4448874	2826750	4440558	3098341	2586778	2798853
"4760"	691614	749227	739687	359498	445929	509203	493656	662301	620696	619462
"3012"	80556622	30832150	69076915	47169389	28883384	47319011	31775820	48309890	84102399	19176954
"6525"	2125226	2070863	2179503	1530936	1585300.9	2192504	1527692	2475922	1454753	1554544
"3715"	2051619	2047673	2586921	2053148	1751248	2302892	1762653	2246955	1887551	2327321
"6489"	22123370	26126300	14513330	9071507	7339910	11484650	8260370	14396480	31877940	15561060
"1538"	34412990	40315020	36283530	12330563	38367730	89878720	34128610	44213730	15993269	23815040
"3388"	752470	1283890	850160	472827	821150	700220	751200	792950	664160	605090
"686"	904240	652580	1646890	863960	666380	2034030	675740	1357820	693510	348190
"2908"	6091580	1841162	1721276	2583830	2055151	2260473	1982431	2129608	2373235	1247189
"3906"	23267440	46834213	14584245	11507134	17941903	18117425	18207386	29242339	12773730	31839736
"5484"	2981950	3201350	3169550	1757756	1860446	3279830	2016213	3354300	2505130	2292026
"5734"	680995	357127	2569250	493001	478011	997382	603728	1578441	791180	419206
"5490"	4915180	3253680	5540610	2219580	2747720	3844910	2733370	4656270	3752680	5880440
"199"	9153718	10918556	9577412	9147370	7438016	9109091	7931163	9961550	12113859	8151413
"2512"	10635400	12126600	7992030	6385710	17583200	6472170	18310400	7288370	7457780	8741770
"6259"	3805290	3515587	3920925	2211397	5017692	3181677	5081671	3660813	5489379	2873116
"2590"	86669876	167515282	115346338	49466487	67289711	84913854	69894105	98648124	161124981	120494542
"891"	12809520	23094720	12671720	4311510	10216590	11357760	10754520	11074200	8078650	9877430
"7012"	39509860	72826050	33021060	22685669	53099950	34428450	54271290	34214755	35049020	25860293
"468"	926314	1016566	1085933	620822	780626	866705	735362	920764	1053377	851254
"2931"	335190	439670	380460	192660	254130	318010	269180	313210	248600	223405
"2780"	5331947	4983746	5433591	6479539	2941233	8901259	3259130	4158941	7088391	4269116
"6125"	7052382	9603840	7270010	2968502	5418872	6736510	5510696	6328869	6583400	7588438
"3615"	35616	20496	24861	24969	189380	17834	210880	20122	66846	29716
"2435"	8168710	7656670	7080460	3348178	6781280	5209050	6689290	6455240	4156100	6665770
"3606"	4484091	3803943	3520139	2631118	1906340	2921110	1886254	3153599	3829013	3431886
"2343"	40177185	13430270	34699084	21623829	18600581	44801924	21208391	30173810	35221512	29502089
"4830"	6958540	11006750	4605320	2363619	3796143	4107350	4090788	4609880	6982330	5643700
"4877"	39877900	19030360	32017130	6112629	27235590	24549120	27664020	19900940	8925270	12137480
"4803"	534437	728566	662348	631392	820402	638394	802769	678452	550169	561949
"5142"	908280	1270200	2044010	787170	1495700	1624160	1449380	1818560	1397760	809210
"5612"	980910	1004408	2025580	330564	662863	981666	665145	1553850	525444	3690140
"3346"	34771820	51903390	27608244	11877496	10976114	28948017	12713750	26126229	26856671	27293010
"4788"	13876153	9110013	21080874	4548924	9628015	13343990	9613258	15256157	6201292.5	8965782
"1410"	1535714	2515814	3762080	4233270	1989872	1839806	2023242	3023893	2151252	4075094
"2818"	28116689	24703630	28504860	11606723	14247714	26474517	17593730	25643307	19953381	22100788
"336"	1954672	2404782	3892468	1354276	2056468	3030915	2126622	3873432	2396564	2082141
"5870"	284484	493319	341997	221350	497647	431613	497001	367256	305870	378490
"4296"	18212580	18593846	11340258	6527478	10769099	10289959	11309922	10573077	11042003	14249000
"6474"	165960	182730	172590	46895	237830	90004	239820	105630	89004	185060
"3787"	30782798	14749695	21142245	4912989	7296947	17489119	8276798	20995271	10609608	25908294
"2002"	12957853	22201063	11916001	5562076.8	11683291	21707977	11020744	10704477	15281065	7511809
"1673"	11339871	12574406	12085881	4631371	15166612	12328420	15287449	12486955	5524682	12349455
"1344"	3313580	1391818	4694070	2744626	2115448	9256590	2262908	4978040	3591260	8839540
"1231"	341357	266302	499940	1263310	320455	1174160	295793	459180	695580	305766
"1094"	1432262	405261	3992340	466078	1691652	2869980	1745049	3977600	1271157	2370050
"2044"	23953839	20374130	20914830	10487061	8683367	15709334	9723954	19882213	11302192	12192833
"2778"	218237	260659	157959	130455	158815	158169	148442	153256	292118	166690
"1187"	1955323	2403016	1672359	986898	2038168	2645570	2183727	1322688	1740327	1388335
"5215"	401170	625840	566790	289380	576760	341570	519710	361890	343290	412380
"4103"	2727270	3029399	2234071	1582811	1421999	1959830	1358071	1618772	3534480	2862038
"6466"	40039410	23757530	17799030	24122100	16867945	19548760	17628593	26959100	17256628	15706732
"5748"	295810	359770	371390	153160	341300	316350	298670	360200	254810	334370
"5582"	3303.2	6697.8	11878	42495	5801.8	4539.9	6741.5	7589.5	4788.5	10558
"3026"	1272667	794941	1415001	852431	664566.1	1015153	851683.1	1167856	1749761	1493050
"5988"	5902451	13546350	9128630	3128833	5446377	5287076	5467755	7743931	4415924	5257999
"1157"	4418127	30348850	9956614	6144018	3687653	8983765	4001602	7108109	5008513	10315011
"623"	620207	679205	2624162	740341	1202635	834625	1149432	1243517	2018130	7882660
"5180"	4212765	5446095	6567394	3361105	3811570	5654072	3659001	5865193	5329798	3310335
"3626"	1264432	1584375	2391190	640426	1137658	1339830	1137207	1392866	1408100	1333373
"4273"	153371	255490	190700	102822	176950	149909	165666	179938	225785	219717
"6034"	429174	197820	164369	160318	301537	198998	343832	152397	177597	199502
"3125"	1775803	1954245	4431040	1502796	1269145	3881440	1393130	3747520	1629958	1261714
"1190"	926916	1147179	1744779	888413	1160052	1342513	1037369	1294218	39597700	1206446
"204"	6650204	1324534.6	8503923	7680410	4108030	11905206	4606992	6985531	4955792	2972081
"4003"	124930	124950	115020	83284	90108	135260	93633	101800	164610	125790
"5876"	4186470	4224780	4479760	1226740	2584450	3510950	2709740	3913450	2058880	2873500
"7010"	13370100	13489850	11770140	5472496	6204059	8962030	6839339	10799060	16174450	11850080
"6105"	430978	346658	625217	280140	488081	492473	556601	380436	1074085	361237
"5068"	5641266	2133698	484329.7	2072179	1687030	1449025	1877166	831637.4	526345.4	259726.9
"4804"	6591060	6677140	5177395	3019068	3101182	4481855	3154655	4480640	9660980	7835580
"6530"	2885520	3898490	3339350	2223510	2402070	3090700	2353320	3420090	2186130	2275800
"1796"	97476980	152919360	130063030	33097380	112955120	112894130	105771420	129297030	59807020	129124390
"4596"	2058920	2924950	2213759	1344640	1925710	1761660	1961560	1783090	1386030	1707150
"7067"	1602272	1562194	2181731	1479490	1300411	2137869	1256493	2128421	2375261	1990774
"3193"	10768432	15754733	9605455	2759046	18462600	9940351	18795590	14959747	6628597	8731921
"3196"	55196450	73818400	53274710	31631760	56922910	38522740	57882180	50713460	74072110	63686760
"3486"	159561	128574	259564	183430	170311	471826	132603	188411	366608	170568
"2352"	28086021	22368118	26895047	15269821	18121983	22947886	18482195	20834149	32576990	30809634
"406"	2545378	3050550	2276526	1518957	2852496	2784690	2854554	2606692	1270502	1822292
"3184"	1008994	1098168	1906759	1715626	1144430	1403183	1152781	1339361	1209826	2099683
"6018"	5116490	3599070	4897140	1891170	1956354	3494088	2118560	3703579	2920125	3751269
"3529"	1472235	2508386	960430	1007665	2024726	1098283	1897106	922402	1660900	836652
"2317"	5321000	4768740	5017130	2492198	3330066	3804140	3457880	6026400	3174061	4847230
"3810"	512908	361128	438751	188926	295753	325875	322361	381315	392597	417222
"3523"	13105634	11056395	9774422	5217128	7472166	8300936	7417724	9120936	6452204	11410391
"1452"	3578524	4245425	4317260	2089433	3451688	4086317	3622636	4181687	2848802	4424468
"764"	399281.7	365873.3	326624.1	113764	181281.5	273570	166244	286810.5	236761	368430
"5597"	477322	549940	466731	240901	423259	419866	445641	442400	679050	396539
"2864"	1654453	1775478	1518182	954767	1313575	1483509	1287514	1347891	1379272	1497844
"6555"	2297632	2185991	2554490	1202498	4918749	1517012	4988499	1776994	1377062	2430228
"4602"	2223552	1446384	1653520	979237	1762060	1180096	1833970	1196844	3596050	1609070
"3407"	3265990	6349050	3159630	1770500	4393830	3331600	4422360	3240990	2731810	4538240
"7219"	49302983	22645965	18513902	62231929	30472476	28435553	31486937	24339265	29587883	72415521
"5125"	8882090	2848770	4357460	1582620	5971640	3993090	5738960	3817760	3390100	5548850
"1717"	295180	353427	506135	157887	305177	357611	320652	450576	233871	477786
"609"	4264820	4273770	3140630	1508030	5707300	3042450	5561800	3857250	2128540	4216070
"4134"	717804	1431290	949847	752319	1145070	855077	1156349	944696	1132520	994074
"4793"	286407	251454	281693	205315	335333	244934	340440	267341	220607	214136
"1505"	7518610	7110370	6696020	3450822	3268735	5744990	3595844	5948051	9550227	7953976
"2892"	1214260	1068960	924780	564216	1141630	824860	1181810	770027	784638	1027110
"6723"	238490	188677	361420	99983	185939	233290	164154	287630	261050	216100
"3290"	4362531	8370943	8459192	2650234	6206399	6513070	6483900	6834342	3879258	5687731
"1313"	42291280	75714924	25168042	13842127	36526157	33846590	36918632	27272870	28963470	28310363
"1927"	40102730	40331080	61248070	22596460	41694150	77284200	43509930	60234960	28366890	37308270
"1093"	939141	1047351	1257430	537071	1451705	1106250	1357773	1034637	752960	1126225
"2531"	14735320	14178700	13099320	6051284	6345884	10496348	7346707	11915679	18276590	12919310
"1031"	107596419	119642228	63136851	57254978	98089569	88706095	99167855	73667150	83133757	113881109
"5834"	349294	419443	363170	226535	379468	291606	390442	321629	333547	296007
"2507"	85257790	65310490	49662090	24702300	70532400	37915170	73014490	48246470	42495700	41410120
"691"	NA	371.63	6663.6	576120	27750	17640	37078	12553	NA	NA
"3672"	502490	429136	354519	199678	479153	343750	514391	302103	364851	277161
"3480"	6389530	6240410	4274970	3403391	3948126	3637662	4114990	3418003	7812800	4942600
"3028"	1627510	1629047	1895120	620615	2274400	1226391	2185570	1725290	1755160	1590360
"3718"	59357	11128	40233	19999	54515	32194	59208	59865	9713.3	12432
"2524"	25741160	27073100	17131910	10075475	45228630	14942840	44704250	18049900	18980600	20417850
"3176"	8441207	14147900	8034441	4543199	3352613	8237493	3627951	7822147	5773400	9232220
"1520"	41790291	41782464	40987572	14712377	26717373	39468103	28065011	41011543	26001532	37075556
"2278"	4859538	9525190	2688281	3070677	4963598	4160408	4700537	2843228	5848830	5137639
"2279"	5633664	4801562	5549981	11197433	6690867	17623250	6508836	2752392	5449868	6646059
"2353"	4219504	2140423	18273611	3251990	2106141	8470817	3010279	11568729	11919100	3144951
"6287"	1336073	1620092	1248305	872495	1174818	1298504	1175222	1206429	856523	828769
"1226"	15937320	15683430	14943820	5590698	10636570	16611810	11454110	17396710	10686220	11284160
"4724"	1498048	887709	1265961	533465	782318	838627	786682	839072	456851	936803
"2022"	393909	264635	468983	687884	446777	685845	481676	392712	465640	356191
"278"	91039	41117	66448	40384	86974	137778	88875	73218	43700	78555
"5033"	30361810	32431290	24081640	13376445	37056720	24216900	38618730	19080140	24659450	24390010
"4671"	873730	797150	1150990	428396	979550	777260	927400	955170	600020	1160010
"2097"	3016746	3211924	3528590	2229316	2819936	2846001	2834155	3379013	3912898	3350539
"3944"	2633920	2325250	2269353	1544277	1062154	1695135	1147977	2159867	3973343	2167529
"2912"	29138	16648	28948	9173.1	27349	18921	30559	16173	29214	18292
"1899"	2482280	1749189	2668610	1093160	1690878	3384850	1813187	2650910	2550800	2595190
"5795"	9074390	10482730	7303140	4359098	7672180	6682330	7807620	6165420	8397420	6904110
"2052"	21361540	14632430	19240090	9714326	13050100	15991730	13427493	14991970	14129410	10568616
"281"	2618525	3329589	2913608	1316329	1893166	2071878	1952601	2746416	2233259	1120268
"4049"	5583250	1633750	2967510	1041542	3759220	2506800	3732540	3097200	1501980	806022
"3668"	67619	101260	53944	20488	64672	50224	66729	38976	55628	70535
"4829"	7049181	9326430	6508213	3610194	6023588	5329300	5852166	5591747	7444820	6211819
"952"	31260396	86126978	33599223	46543478	14799192	21564768	16981914	17597754	44495379	56402801
"6587"	582041	561241	714409	406731	292804	534800	342747	584172	433770	395272
"5641"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2917"	60291906	40715275	39533046	23213846.8	28019281	28231600.5	29653499	33822002	34886440.7	40495637
"5181"	2441390	3481810	2799100	1211456	2028990	2186920	1861075	2177130	1673430	2199690
"6193"	8783980	13812500	7564607	3926915	10176270	7051900	10585520	8108480	3488691	6874798
"198"	5498700	5816072	3542932	3659005	4023057	3870964	3936238	3542439	4851960	4811143
"650"	15379570	11787830	23758030	8602210	11274860	13824790	12828310	17868770	23066680	23207790
"202"	6074772	16195140	7865830	2958045	9556885	9982980	9727076	5407451	6722693	5681657
"4826"	1824721	1953301	2877370	1565988	3290890	2733240	3227410	2368370	2210990	1737600
"6833"	14376490	13632680	15961080	5815460	15085310	10505260	15179460	15349020	9805940	16681590
"3464"	229990	301420	409880	99713	42348	225570	81160	348860	282860	233870
"7147"	2821262	2097086	2164148	1409094	1570515	1803056	1733626	1887478	1950184	1625583
"1375"	7046610.1	7674816.6	7532150	4556325	6563908	6797006	6436807	8100371.7	5828282	6794425
"1394"	22327410	11873548	31195670	5693454	24420300	39431710	23840430	24716600	13057831	14880444
"4861"	11314948	7017146	6557969	4699215	2842758	4031933	2984447	4615642	7497223	5731332
"2941"	2742320	5557710	2442070	886063	802516	1646320	934627	2117250	2341730	822324
"1222"	6917190	2573275	8409550	4018110	4360100	14143360	4824500	7135180	5316190	6704400
"6939"	69652	101922	90642	93350	80666	101830	78044	97661	106237	79539
"4707"	2141732	2350111	2939740	808652	1413596	5060040	1496054	2902082	3230041	3138308
"4590"	2680120	2205560	2266190	1046220	2230620	1696026	2243950	1795160	1220017	1959530
"6856"	980456	2619050	1516400	2390600	586955	2186120	601955	1207107	1936660	1987690
"6968"	11589545	38540695	12224840	24356480	7026705	23855362	8483283	5750047	29939157	31821231
"1692"	33323148	38117518	26634538	29224310	35347142	30331280	34814440	27265971	20954700	27563770
"2857"	431915	570410	476740	285486	446219	473604	474652	562144	413487	604151
"1638"	13601646	13132224	7943961	7263272	16365652	7532314	16710390	8216499	5688358	7014425
"910"	395668	252327	413330	335323	528086	407967	538857	383629	283471	318354
"4902"	1555976	1553215	1509501	2123132	887038	2582210	953475	1556447	2072136	1396446
"5291"	5490260	5210700	6022480	1798900	7360000	5451860	7538880	6766830	2882800	11063130
"6106"	2284741	2855510	4665170	2692934	7181860	4781670	7468980	4924080	2831030	1357885
"2285"	8887110	9206790	5616210	2256881	5619613	5402900	5657607	4910487	3940180	5016684
"380"	4492024	4053799	2090989	1873966	3447330	1880389	3864710	1961243	3028441	2409874
"6045"	479487	952022	425446.9	780603	493912	455461	509467	374447.8	542002	341852.5
"420"	54302.9	47268	122903	543704	64398	84145.5	52494.8	74566.8	99198.9	145216.3
"6117"	6168880	1094969	17064880	1268977	10993830	13987040	10045150	14446600	6684600	17904940
"376"	2530937	5173803	3533885	2245301	2239785	2944174	2209636	2924316	2323118	1077010
